TrialNumber	stim0	stim1	stim2	stim3	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
5	M	A	B	N	A	4	1	shapes	A	0	True	10	(7.7482234818251001, 8.1027624803450031)	(-3.8757521139282929, 1.368153719363006)	(2.3072573334197486, -7.6613219108776249)	(-7.1290514146839499, -7.2078938269564912)	1.0	slash	1.56377
6	M	B	B	M	M	4	2	shapes	B	0	False	10	(7.5744161160643309, -6.1583640804168436)	(-8.2506040377297776, -5.9919040315510443)	(-5.0300465309570246, 3.3608546746679728)	(6.1496061695325839, 7.4475462745384853)	1.0	z	0.925613
7	N	B	B	B	A	8	4	shapes	A	0	True	10	(0.96621323509745416, -3.1049916900724908)	(2.2924323197442771, 0.86151399991739375)	(-8.3776714736600155, 2.6405459127174851)	(8.7473077271627417, -7.9444313307101488)	1.0	z	1.60913
8	N	B	N	N	B	8	0	shapes	N	0	False	10	(-0.32207092321702824, -8.7275616535821303)	(-4.3728561730161033, 1.6292597360595664)	(4.6489232596168062, 1.3711187697474028)	(8.1758564567815242, 7.9183435413655268)	1.0	slash	1.51663
9	M	A	A	N	A	8	1	shapes	A	0	True	10	(-5.8232577763974946, 4.450740152381611)	(-7.2776470030877221, -0.29279952631769923)	(2.2357788485533518, 2.472023492729587)	(-7.7531218226219965, -7.8690314463002071)	1.0	z	2.3143
10	N	A	B	M	A	4	1	shapes	A	0	True	10	(1.3868276905952399, 5.7108460809577242)	(3.4643961243859529, -6.0083511068261224)	(-6.8248892058986517, 8.5237169205534542)	(-4.1449013605543819, -7.2000796234953155)	1.0	z	2.50181
11	N	B	A	N	A	4	3	shapes	N	0	False	10	(4.2697111902910176, -7.2582253492935269)	(2.0032552955072997, 2.488373716258705)	(-4.534235715817478, -4.061578799434157)	(-6.691117601200002, 4.4745167945000475)	1.0	slash	1.26732
12	N	A	A	N	N	4	0	shapes	N	0	True	10	(-1.7835348353964768, -0.82224200216767951)	(3.2372080474508742, 7.5726380423397721)	(-1.9166251179881639, 6.3375074734074825)	(1.94428155944507, -4.6205630955869683)	1.0	z	2.17686
13	M	B	M	N	B	8	7	shapes	B	0	True	10	(-7.9654883013377695, -4.0519313376498465)	(-0.25532366522244843, 5.6284595691858907)	(4.0502803021805853, -5.6347339410023638)	(6.8140573788658685, 1.5866050028781498)	1.0	z	1.58644
14	N	A	N	N	N	4	3	shapes	N	0	True	10	(-2.6715040884802059, 5.0873987004702617)	(5.9344039673092048, 0.40813194220861959)	(1.2555941554461238, -7.7746920135812525)	(-4.0817277767818032, -2.0401072050141273)	1.0	z	1.19218
15	M	B	A	N	B	8	0	shapes	M	0	False	10	(-8.2547284196347501, 2.8721534199417693)	(-2.5958949650879388, -7.3646563850875628)	(7.4130828432677625, 5.4480776996898719)	(8.6981365155343866, -7.6813265633858325)	1.0	slash	1.41378
16	M	A	M	A	N	4	1	shapes	A	0	False	10	(-8.2015390079933201, 2.0172939487532116)	(8.587566655084288, 3.8580027482597075)	(8.4192969257140007, -3.038223262233986)	(-7.1328298284257725, -2.7386099821011305)	1.0	slash	2.8532
17	N	A	B	B	M	8	6	shapes	M	0	True	10	(7.0406357732341238, 2.6722033924575701)	(6.4664219438046029, 8.317809541849531)	(2.4883199539514749, -3.7629244971424702)	(-7.8221049946323919, -6.1776958386779715)	1.0	z	1.68883
18	M	A	B	B	M	4	0	shapes	M	0	True	10	(-1.6287093403918096, 1.2133222329305102)	(8.058262845180888, 4.30066815407449)	(2.7775599689568722, -6.1321583312457433)	(-6.3900688153227092, -8.7370897920764712)	1.0	z	3.61646
19	N	A	B	B	B	4	0	shapes	N	0	False	10	(6.4135090382149631, -7.3474813301555564)	(5.3940298886236651, 1.2605523528142015)	(-4.3557905907450056, -2.5860862294414666)	(-8.358514328688571, 6.1722955531425558)	1.0	slash	1.90983
20	M	B	A	B	A	8	0	shapes	M	0	False	10	(1.1003967899239306, 3.5778276587306426)	(7.0962815618047479, -7.303354969878006)	(-7.4413118286283169, -6.2485068959943408)	(2.4177079000498107, -5.4080913030478257)	1.0	slash	2.08538
21	M	B	N	A	B	4	1	shapes	B	0	True	10	(-4.3778129961136987, 3.0798252911912805)	(7.1610348111712696, -1.1652347752552883)	(4.6338386581915305, 6.9319142316118914)	(-3.0043925491695491, -8.5614316137626432)	1.0	z	1.08688
22	M	A	N	N	A	8	5	shapes	B	0	False	10	(2.0412793823737054, 2.126793389186723)	(-4.448695147619544, -4.491044247769171)	(1.4958926298161561, -3.4674501173069183)	(-3.900587468642339, 1.703248371025051)	1.0	z	2.05064
23	M	A	B	B	M	4	1	shapes	A	0	False	10	(1.7853450152923109, 6.8558724039717198)	(2.3240212165653311, -6.9253056144264535)	(-5.1015049823672332, 7.1145076572198409)	(-3.342817802473327, -5.0634187156090089)	1.0	slash	1.25016
24	M	B	A	M	B	4	2	shapes	A	0	False	10	(-3.005203751374915, 2.9399487084989442)	(4.8518820442060893, 0.34733656913506117)	(7.9687354098770946, -6.7485285280632636)	(-5.7407517437910025, -3.6961759030203334)	1.0	z	1.00981
25	N	B	N	B	N	4	1	shapes	B	0	False	10	(6.2627474012011959, -3.3127866434639639)	(4.1202893985811819, 6.8141948397115666)	(-0.82464900954221676, 0.91017754699367437)	(-6.6435620381051734, -1.4864221957863926)	1.0	slash	1.16139
26	M	B	M	B	A	8	7	shapes	A	0	True	10	(3.9249018536777776, 2.2835719431572734)	(-5.8470077060563241, 3.2371877416036021)	(-3.8647951152560047, 8.5830101268870962)	(-3.4513223190438165, -5.9899750344097118)	1.0	z	1.66908
27	N	B	M	A	B	4	1	shapes	B	0	True	10	(2.8097075166924093, 1.2701968379178563)	(0.98082154277405209, -6.4193149815121906)	(-4.5398903192388627, 5.5499371731435847)	(-1.6804572393060795, -2.0144007405887603)	1.0	z	1.32878
28	N	A	B	M	N	8	3	shapes	M	0	False	10	(-7.3223772268425797, -1.7705752874607645)	(-1.9445617682822292, 2.8871916939262263)	(-7.4114268050175127, 7.1338139460742447)	(0.71510125341840691, -6.4322857475016075)	1.0	slash	1.22019
29	N	B	M	A	M	8	7	shapes	A	0	False	10	(-6.7103559906566694, -5.3282877403422093)	(4.056830240371184, -1.8835944370917348)	(-8.1949231720791893, 8.1684856645803272)	(-2.3669283760588105, -7.0436552324347588)	1.0	z	1.08597
30	N	B	A	A	M	8	3	shapes	A	0	False	10	(2.350288929345016, 8.2910883687511685)	(7.3479171903105112, -6.6066625940368802)	(-0.91490711108451173, -2.1660766381957073)	(6.1483866519731585, 0.31984916721107481)	1.0	slash	1.24152
31	N	A	N	A	M	4	3	shapes	A	0	False	10	(0.37146218071880988, -7.9815704577963507)	(-4.9984283559847462, -3.1666383343981046)	(-5.1264167887569698, 0.975450575777014)	(1.8886952324440127, 4.5262009761852209)	1.0	slash	1.21114
32	M	B	B	A	M	8	7	shapes	N	0	False	10	(-6.2005860452285564, 5.6695102962993875)	(7.7274176895834188, -0.57314103170014974)	(-4.5942656725447124, -7.2577827350202657)	(-1.2224326655006683, -2.9099900409888564)	1.0	z	1.49267
1	P	D	D	P	D	4	1	shapes	D	1	True	10	(5.1824518660593597, 2.4513771307880337)	(-5.0706480189024656, 4.1721899198643762)	(7.8034009239120259, -2.5908326548902423)	(-5.9643182041026925, -1.8407719787231507)	1.0	z	1.42442
2	P	C	C	P	D	8	5	shapes	P	1	False	10	(0.90241787780735194, -0.081899307112038855)	(7.2576862858261464, 5.8760030980069526)	(-8.0421090979537162, 1.0542112217424826)	(-7.0525754165081462, -3.4538506278374097)	1.0	slash	1.30787
3	P	D	O	P	O	4	0	shapes	P	1	False	10	(2.4006121017238939, 2.3878113354792099)	(-3.4255622723646937, 5.8710422791481918)	(-3.1425998194596501, -4.3046689306743939)	(4.8672476007816066, -7.2165206223747163)	1.0	z	1.63955
4	P	C	P	P	P	4	0	shapes	P	1	True	10	(3.1680558932983729, 4.5669079656837663)	(5.8133107307240568, -5.6000352817726951)	(-1.9914331335423672, -6.926574009642481)	(-5.0827077732775781, 0.96532370589629224)	1.0	z	1.7692
5	O	D	D	P	D	4	1	shapes	D	1	True	10	(3.4145895680714258, -0.79463899148716077)	(-7.2521273442765573, 6.2462137919118401)	(3.2468748905975424, 6.9853218547779896)	(-4.5018753947237506, -3.2407720696952227)	1.0	z	2.10487
6	P	C	D	O	D	4	2	shapes	D	1	True	10	(-7.7574050824895489, 1.5338246449044739)	(4.2618515011857863, -3.5097668280968648)	(4.9698874247314286, 8.0481933140334476)	(-1.0288227484241519, -7.3046168758732009)	1.0	slash	2.50197
7	O	C	D	O	O	8	7	shapes	D	1	False	10	(5.7783445878613922, 6.5538981628669291)	(-0.16482934602621846, 8.6490755532380739)	(0.86373415868758485, 2.9163957253562209)	(-3.1352567605409325, -1.1730105547521994)	1.0	slash	1.21381
8	P	D	P	O	D	4	2	shapes	P	1	False	10	(-6.272288637554162, -4.6259718847937368)	(6.4140603865693429, 1.767033573207339)	(-2.2660287153987611, 4.1638831612511051)	(1.1147646366775383, -3.1298503783631384)	1.0	slash	1.75739
9	O	D	D	C	O	8	1	shapes	D	1	False	10	(-5.8889725857714073, 5.407004957480483)	(2.0036925888668247, 1.9820142130446126)	(8.2868514635953758, -7.1921759159895515)	(7.3294235943355304, -2.2484618938944356)	1.0	slash	2.61105
10	P	D	D	O	D	8	1	shapes	D	1	True	10	(2.2350436173647168, -3.3856788822404509)	(-2.7680720507471852, 4.2936698769245965)	(7.1106745753127374, 6.8366469385228061)	(2.3417193018056217, 0.68745095458142025)	1.0	slash	15.7643
11	O	D	O	C	P	4	3	shapes	C	1	False	10	(-5.8632235210429426, -4.3796547096487277)	(0.47880038944760805, -5.6129875952879029)	(0.17918961732066485, 6.6092062076559959)	(-2.9370151748346744, 0.064788505360997561)	1.0	slash	2.97312
12	P	D	O	O	C	8	1	shapes	D	1	False	10	(8.6081847708880908, 8.3789160844754491)	(-7.1453069759664887, -4.7361355314455658)	(-1.3665194000649468, -3.7356964816538722)	(2.5424817897720366, 1.3690403024603697)	1.0	z	1.2704
13	O	D	C	P	O	4	0	shapes	O	1	True	10	(-2.0810619469201317, 3.5099710577647549)	(8.5290040096318407, -7.255836361680382)	(4.499087392150054, 3.5965597121154662)	(-0.61074617460653968, -2.5644284010767944)	1.0	z	1.20213
14	P	D	C	P	O	8	4	shapes	O	1	True	10	(0.52696997145078583, -7.8797368685580889)	(8.5296383685407662, -4.2262250630203804)	(-8.4675708726820176, 1.8624732322132012)	(-0.13491229740314914, 2.600499058870378)	1.0	z	1.98177
15	O	C	O	D	P	4	1	shapes	C	1	False	10	(6.2834745041300568, -4.1864287900567216)	(8.2012252893974562, 7.7708382766417579)	(-4.5838756899593873, 5.1800957316602503)	(-5.4541998135442844, -4.9723373711475665)	1.0	slash	13.1469
16	O	D	D	O	D	4	1	shapes	D	1	True	10	(-5.1700484312766957, -6.0880590994155153)	(-1.7638457231675186, 2.0122344653346644)	(4.7409079757284669, 3.6460935826703853)	(8.1375674805303646, -0.0044612087147033463)	1.0	z	6.73594
17	O	C	P	D	O	4	0	shapes	O	1	True	10	(8.3911717379011179, -5.7542739012979469)	(-8.2193093324763566, 8.5221729508294182)	(-1.6207029681078389, -4.2315244421146057)	(8.0048826940087139, 1.7104481070271085)	1.0	z	7.71093
18	P	C	O	O	O	8	7	shapes	O	1	True	10	(-5.2630742090486358, -4.9275759394130247)	(-7.6455259889915475, 4.5730726103167729)	(6.6958318381627162, 4.1844236060386599)	(2.9772662484594754, 0.71215893812259523)	1.0	z	1.07831
19	P	D	D	P	O	8	2	shapes	D	1	False	10	(4.2695140032276697, -1.593115650293349)	(-8.6991882003239542, -4.7172973334791202)	(6.5288293692995758, 7.9037075807119734)	(-6.1287247085295604, -1.0666222325604693)	1.0	slash	2.13197
20	O	C	O	O	C	8	1	shapes	C	1	True	10	(-5.4983471084289004, -0.28763447586945823)	(4.989202211796071, -4.1830286735764721)	(-4.5970616901028345, 4.6018320473351721)	(5.8525806181184148, 6.3237986769937251)	1.0	z	1.49143
21	O	C	D	O	C	4	2	shapes	D	1	False	10	(0.63221271927977263, 5.7264648676775209)	(8.4252482464614289, -1.3360167784331551)	(-0.28329512549796299, -5.2095781222935358)	(-4.1819218841171022, 7.524574285466695)	1.0	z	1.29914
22	O	C	P	C	C	8	4	shapes	C	1	True	10	(4.8676470880365041, -2.1947530180471313)	(2.1522707951038758, 6.1694799707701478)	(3.3897230258526427, -7.5603816067342136)	(-7.2669807610706636, -1.6639047738186425)	1.0	z	1.3008
23	P	D	O	C	D	8	4	shapes	D	1	True	10	(3.896783855674002, 6.9317149358632442)	(-4.1613907616017807, -7.4022004542346043)	(0.0028469966536874836, 5.3293766452770228)	(-7.9165681809618729, 6.4951669354172274)	1.0	z	0.942376
24	O	D	D	C	C	4	2	shapes	D	1	False	10	(-7.549880190607225, -5.1118579821354331)	(2.890822925503242, 7.6580524992941896)	(-7.0570182806739581, 5.1336532547158011)	(8.0865130807136758, -8.170483908481291)	1.0	z	1.43582
25	O	D	P	O	P	8	6	shapes	O	1	False	10	(-3.8798801471791933, -4.1514142171824426)	(-0.44345457318205384, 3.0011845024500143)	(-4.1523202990930859, -8.6601919139053667)	(2.1242522952476737, -2.7159359044238878)	1.0	slash	1.08957
26	O	D	D	D	O	8	4	shapes	P	1	False	10	(0.72286409333380064, 0.70081390674529764)	(-5.7190902838438769, 3.3870043783940815)	(-2.5158211424861188, -2.0335882273254731)	(-6.6525473570314322, -1.3575480050575717)	1.0	slash	1.293
27	O	D	P	C	D	4	1	shapes	D	1	True	10	(0.78150090724649246, -2.5112756142312218)	(-1.064775787752124, 1.3511044172056828)	(1.186250282613809, 4.8865965901191917)	(-2.9686008186813799, -6.2680309262622904)	1.0	z	1.3328
28	O	C	D	P	O	8	0	shapes	O	1	True	10	(2.5397773378830539, -5.54740871844003)	(5.1298555819510927, 6.1741148515968458)	(-2.2385423692800073, -1.6371230060669797)	(-2.5590507880298734, -6.8204993070938196)	1.0	slash	1.40646
29	O	C	O	D	O	8	0	shapes	O	1	True	10	(4.8395570249517963, -1.9071759375413864)	(-6.4464929592172613, -5.7922310140014925)	(6.2520751099736334, -7.7863522050707346)	(1.3144351227186295, 1.8548787050742792)	1.0	z	1.41008
30	P	C	P	O	D	4	0	shapes	P	1	False	10	(3.6996077251761648, -8.6455604951538945)	(-3.9861390756549824, -4.531697610115665)	(-8.1435767584099636, 6.8279247435195938)	(7.7678349850543178, 2.9417099057853289)	1.0	slash	1.37767
31	O	D	C	O	C	4	3	shapes	O	1	False	10	(1.2171592029696363, -5.8344673088774526)	(-5.9907422331381124, 7.6228202286083615)	(-3.0391581022223013, -6.7932979559629842)	(1.9635504008163327, 8.3473724533058267)	1.0	slash	1.43932
32	O	C	C	P	C	8	3	shapes	P	1	False	10	(1.0818979622101565, 3.4698277788029639)	(-2.715167765505921, -0.37502864836363514)	(2.0038673885344522, -5.7006942727231742)	(-5.1103826189258275, -5.3483358653284174)	1.0	slash	1.02874
1	Q	E	E	E	F	8	4	shapes	E	2	False	10	(6.7067437382145769, -4.1663440383667476)	(-0.1817234144808797, 2.1039486979767652)	(-6.7211214688022665, -8.1953759607209875)	(-5.6764634012130237, 0.010191699040401403)	1.0	z	1.9124
2	R	E	E	R	E	4	2	shapes	E	2	True	10	(3.0920541205280205, -2.7524911263042009)	(-6.5692797692333009, 8.0058548033350014)	(7.908886050261561, 7.9140361161065194)	(-0.75553787304277442, -6.8203534494386657)	1.0	z	1.45994
3	R	F	R	F	E	4	1	shapes	F	2	False	10	(-1.4157270481129487, -3.1903224032619075)	(0.38737039974122922, 6.73065770388434)	(1.847235595923717, -8.148153050037779)	(-3.8939021946877439, 3.0793091515220645)	1.0	z	1.52962
4	R	F	E	F	F	4	1	shapes	F	2	True	10	(-4.8235203956684227, 4.8712112501201954)	(5.5520537261404446, -4.8406827370823304)	(-4.233904876648702, -0.060943431012672633)	(3.1609013586812207, 1.0803062138517667)	1.0	z	1.40909
5	Q	E	E	R	R	4	2	shapes	E	2	False	10	(3.157358405602503, 3.4978977953906405)	(-0.23117022225026673, 8.2773802654907058)	(7.9971478754274941, -0.57539598551101534)	(-2.854910901387651, -4.4954066650380744)	1.0	slash	1.1048
6	R	E	R	R	Q	4	0	shapes	R	2	False	10	(0.50273675525450123, 5.9910494529850506)	(-6.3714856138893525, 0.19326514002803385)	(2.1086102013712047, -7.1880149206042745)	(-3.4591633596163724, -2.9103649647245886)	1.0	slash	2.73448
7	R	E	E	E	F	8	2	shapes	E	2	False	10	(0.24349634648408092, -7.3857925769908022)	(7.2042196249433204, -5.2429194386038693)	(-6.2181532307629137, -7.4544537403328412)	(-3.1680857197372978, 4.2621467694773258)	1.0	z	1.53596
8	Q	F	E	Q	Q	4	0	shapes	Q	2	True	10	(-6.9328572542395639, -2.2212938392916488)	(1.2831554655501645, 1.1930168505210883)	(2.5718833305846669, -7.445999240325115)	(-7.9400136005137769, 2.6431261336790932)	1.0	z	1.11155
9	R	F	E	E	Q	8	4	shapes	R	2	False	10	(0.033718592156258609, 6.6180300964172787)	(0.99636885755673177, -3.3074446490197911)	(-0.24748909657817997, 0.69270448976797461)	(7.8205253590587525, -2.8202974713966729)	1.0	z	1.02315
10	R	E	Q	E	R	8	5	shapes	Q	2	False	10	(0.44704030551055318, 8.6145685528217832)	(-5.4072385302359551, 5.374702928802888)	(-3.0429766715895745, -4.435858020973356)	(-3.670388845257853, -0.16741252978484589)	1.0	slash	1.83881
11	R	F	E	F	F	8	3	shapes	F	2	True	10	(-4.2542879694663354, 3.7678271933860294)	(1.0982298511963293, 2.8232927176815785)	(-1.3280650379070078, 6.6805567397808421)	(8.6990148627320529, 4.6520910821958079)	1.0	slash	2.06832
12	R	F	Q	Q	R	4	0	shapes	R	2	True	10	(7.7341302215838468, 1.4639716348051124)	(-1.0522264256875706, 2.2451258598624033)	(1.0610093678307315, -2.4013115961279725)	(-7.60581447702892, -0.027434500231837688)	1.0	slash	1.46404
13	R	F	Q	R	F	4	2	shapes	Q	2	False	10	(-8.3458786516617884, -2.7466051061074301)	(3.7560466431929171, -0.6097307535126788)	(7.4340405882319658, 2.9192661395765889)	(-3.4839736917495019, 0.60386521075491828)	1.0	slash	1.52548
14	Q	F	R	E	Q	4	3	shapes	E	2	False	10	(-5.8703596827159323, -7.3664846011951273)	(-6.2521126250868235, 1.8313509233711578)	(4.1786209876677827, 0.039311982829733694)	(8.6083320275628132, -7.7507806916568782)	1.0	slash	0.999067
15	R	E	Q	Q	Q	4	2	shapes	Q	2	True	10	(-3.9994589451972589, -5.2892754143902074)	(4.4128940950743516, -6.8116195643414645)	(4.8995712431977765, 1.6971762873100946)	(-7.8802621430559237, 5.8235459439626496)	1.0	z	1.29683
16	R	E	Q	F	E	8	6	shapes	F	2	False	10	(-2.2907412339563962, 8.1084022181036062)	(4.0512228777543662, 5.4256528588589461)	(-6.3699759502014999, 1.0714064707337272)	(7.4603178322470214, -0.94801303947943172)	1.0	z	1.05852
17	R	E	F	E	Q	8	6	shapes	R	2	False	10	(1.8952154519524633, 0.1431179657706565)	(1.9519966691542407, -5.2505671123888398)	(-6.5520503454124199, 5.2382992490585956)	(-3.241305795686122, -5.5350277879007841)	1.0	z	2.28401
18	R	E	E	R	E	8	1	shapes	E	2	True	10	(4.9781129796714811, 8.6713162817744731)	(-0.15303230784162736, -8.524598400151179)	(5.0789871320788205, 3.9506511225230092)	(5.1793714865812994, -6.2705237634346283)	1.0	z	1.18371
19	Q	F	E	E	E	8	2	shapes	E	2	True	10	(5.8835941185907483, -2.9703402598593183)	(2.6726570609189384, 2.5010504097399462)	(-3.7435912974588206, 4.2818833912094476)	(0.46395579007935339, -1.4561737430991322)	1.0	z	1.1672
20	R	F	Q	R	R	4	2	shapes	Q	2	False	10	(1.8296075182213265, 6.7257055779488564)	(0.049241574797740384, -8.1315941954427728)	(-3.1570225233191636, 0.69593267144747983)	(-7.9574517702657648, -0.73636015675733901)	1.0	slash	1.00085
21	Q	F	R	F	Q	8	5	shapes	Q	2	True	10	(-3.9991221767322633, -2.1244320511948622)	(-7.7795187367815881, 5.9009227913139313)	(3.6472421292907935, -8.2636585239082958)	(-7.7722050927795125, -3.5369813641199164)	1.0	z	2.28651
22	R	E	F	R	R	8	0	shapes	R	2	True	10	(1.3993554505910666, -1.779156718700297)	(4.4851737660548441, -7.8769880534197689)	(-7.2923898900685407, -8.2447063510478547)	(5.6489662981910769, 8.3712742280387502)	1.0	z	1.69798
23	R	F	F	Q	Q	4	3	shapes	Q	2	True	10	(-0.51756438106507652, -0.50133375046653583)	(3.1972632291540783, -3.538514786227446)	(-1.4842267077566076, 4.5190621342000341)	(7.2215444105921325, 6.9488120318012072)	1.0	z	0.921636
24	R	E	E	F	E	8	1	shapes	E	2	True	10	(5.4230984461293854, -2.1745045734904682)	(-0.35562563653263446, 4.5160007265061566)	(5.3196600605607713, 3.6753844266350111)	(-5.6950734804417067, 6.2966644634334337)	1.0	slash	1.16725
25	Q	F	F	F	E	4	3	shapes	F	2	False	10	(-5.8963926989438118, -6.3042177311800494)	(1.3974293455242304, 1.0204858155122754)	(5.2881021661109759, -5.075505880719188)	(-7.328617906791723, 8.3227273790523526)	1.0	z	3.2492
26	Q	F	R	Q	E	4	2	shapes	R	2	False	10	(-8.3635929580644017, -5.4966195709195791)	(5.1342252084577069, 7.7716708416097831)	(-6.0035380876895523, 0.7449247386987512)	(6.023338077552971, -0.67172821977167452)	1.0	slash	1.11228
27	R	E	Q	F	E	8	0	shapes	R	2	False	10	(-6.5313660430695109, -4.4052677846387267)	(-6.6261298754732323, 2.5975876271106006)	(-1.7934412520688499, -0.23790112793034623)	(4.3560521809443742, -7.4506981578767784)	1.0	slash	3.182
28	R	F	F	Q	R	8	3	shapes	Q	2	False	10	(2.5341989503083493, -3.9513458474944363)	(2.5345859849224368, 2.1765148129435961)	(-7.9646362233678447, -3.9751161341713468)	(7.1336660051041694, 8.2913506018311658)	1.0	slash	4.12744
29	Q	F	Q	R	R	8	3	shapes	R	2	True	10	(-3.0377267123620904, 2.4659632628961869)	(0.051475006711068971, 6.3176018244340799)	(-7.5186610158659821, -5.9052537350311729)	(1.5872250352383137, -4.6797351531703386)	1.0	z	1.10686
30	R	E	E	E	E	8	3	shapes	E	2	True	10	(7.1725022828665086, 4.9498183710894352)	(6.2061979379119716, -6.1629118452497753)	(-1.6939820983148284, 6.6160093012760477)	(5.8334067096254714, 0.80757584318123143)	1.0	slash	1.75442
31	Q	F	E	E	Q	4	0	shapes	Q	2	True	10	(7.8715888419869167, 7.0126545105500959)	(3.3040669210370091, -5.6563373059584521)	(-4.2064922546013079, -2.5937780049064907)	(-7.8783444158394742, 4.4966496500297914)	1.0	z	1.18184
32	R	F	R	F	R	4	0	shapes	R	2	True	10	(-5.7021879407915188, 4.9041830712828975)	(8.0666406331998139, -3.9656754792475608)	(-0.44771154653432355, -0.30833392261429893)	(4.5063638228417489, 0.60603030343209241)	1.0	z	1.33964
1	N	B	B	M	M	8	0	shapes	N	3	False	10	(-3.7733471020663627, 8.4163732108178202)	(-0.88127599970603487, 0.41355464825346822)	(3.3198631454186938, 3.8811091597520644)	(7.9497674332894341, -8.5505861815544772)	1.0	slash	1.30921
2	N	B	N	A	N	4	1	shapes	B	3	False	10	(-2.2376005607671363, 4.7192693928330467)	(7.4512757321234382, -1.6669367387486886)	(-2.6294309103743192, -2.5604335218506407)	(7.4645984883690275, 4.5124741340404881)	1.0	slash	1.34491
3	N	A	N	M	N	4	0	shapes	N	3	True	10	(1.7463623682695868, -1.7853868427009481)	(2.6621115433714611, 3.8653094599003026)	(-8.5806430910821661, -0.1328043051071095)	(-2.8797561363379938, 7.1385919002464302)	1.0	z	1.12654
4	M	B	A	B	M	4	0	shapes	M	3	True	10	(-1.0999617340052685, 6.7307034073780088)	(2.3101464054708245, -4.8166460665713888)	(8.5808610098995253, 0.71608302076706565)	(-4.5126797430821091, -8.2850797423266318)	1.0	z	1.50406
5	N	B	B	M	B	4	0	shapes	N	3	False	10	(6.0401903633861735, 1.2820547888567635)	(-3.0605468876698652, 8.4512815193169253)	(6.9858274172330095, -5.5567000822816475)	(-0.55694503501617021, -7.6341670398556545)	1.0	slash	2.06971
6	M	A	M	N	M	8	6	shapes	N	3	False	10	(7.2640827902774596, -7.7288936251213229)	(5.2316764894601118, -1.7120031831456242)	(-6.6057199832851534, -2.1593993624314782)	(0.087820443307116136, 4.2585601020658075)	1.0	slash	2.85517
