TrialNumber	stim0	stim1	stim2	stim3	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
17	M	A	N	N	M	4	0	shapes	M	0	True	5	(-2.2808492820254793, 5.7750125820030966)	(0.41694434053582974, -0.50019570459405749)	(-2.4396192327095401, -6.8338215121164936)	(3.7099425781692208, 5.3922689720855814)	1.0	slash	0.568854
18	M	A	A	M	B	4	0	shapes	M	0	False	5	(-1.327983525979878, 6.1747764474033708)	(-4.2288485529524191, -1.8389030525008119)	(6.4281661563193762, -2.78912671090439)	(2.0128011612029901, 2.7635039466959039)	1.0	slash	1.25635
19	N	B	A	M	N	8	5	shapes	A	0	False	5	(-3.3252674430961964, 3.8745464528611251)	(7.4318940334093853, 2.8921908032092833)	(-8.1443013848804533, 0.18801422547479163)	(8.5505923604942957, -1.7200877153997531)	1.0	slash	0.72196
20	N	A	A	A	A	8	2	shapes	A	0	True	5	(2.3582788719504908, 1.5139044415422767)	(-8.400711234533258, -3.2679733589512781)	(-3.3166357590711248, -4.0969698641687922)	(8.4598441406315814, -2.7727368242296668)	1.0	z	0.717659
21	M	B	N	A	B	8	6	shapes	B	0	True	5	(6.1617423473987571, -5.8198823257249366)	(0.048508187607550823, 7.3572935797006025)	(4.0918246651625498, 6.2337477037473761)	(-1.3973017737096551, 0.13046107606774449)	1.0	z	0.811483
22	M	A	A	N	A	8	1	shapes	A	0	True	5	(6.4527087155817533, 4.9243182020196983)	(-4.064785841447514, -2.3129160454487234)	(-0.98887435700263371, -8.3870173685422404)	(-7.758710899195389, 0.75414414836743759)	1.0	slash	0.797068
23	N	B	B	N	M	8	3	shapes	N	0	False	5	(4.3430954708898089, 6.5485385727026095)	(1.8896290242296665, 0.29577925386052861)	(-7.2785220833801745, -6.7876000660834563)	(-1.1025411529490707, 8.3220910635508289)	1.0	slash	0.554744
24	M	A	M	B	N	4	1	shapes	A	0	False	5	(0.63245796707384372, 0.22297733711389611)	(-2.4983201944998887, 5.5654939508804091)	(4.9511994030608051, -5.5265786665668415)	(-8.6690637043903198, -4.6206084822497777)	1.0	slash	0.614425
25	M	B	M	A	B	4	2	shapes	M	0	False	5	(8.0376554478072642, -7.6805622195995964)	(-2.6608708008789916, -0.66341694438174059)	(-8.6620386049559315, 6.6465554922861649)	(0.86176900810334267, 5.8364833362209279)	1.0	slash	0.917735
26	M	B	N	A	M	8	6	shapes	M	0	True	5	(-6.0668212319139627, -2.6800447412533197)	(7.7473915373960729, 8.223474323228789)	(-0.51454900276736915, 0.34888734553345557)	(3.614279852733258, -0.46459429483074643)	1.0	z	1.42771
27	M	B	A	M	N	8	1	shapes	B	0	False	5	(7.2279172763551642, 2.4797413948351537)	(-0.78718529171622986, -6.3396654048265768)	(-8.7090377191387294, -2.4443492398865976)	(4.1180282223032432, -6.3537954303890398)	1.0	slash	1.11529
28	N	B	N	A	B	4	1	shapes	B	0	True	5	(-4.6744446946652358, 1.5676618960165563)	(3.3386223304748821, 1.5920094878048836)	(2.5108085477477271, -3.6102109244282978)	(-5.4668126160507819, -8.3716555618765867)	1.0	z	0.535017
29	N	B	B	A	B	4	3	shapes	A	0	False	5	(-7.24217697595037, 8.3018741301459258)	(-2.3871512078343393, -7.3706150634040304)	(3.3666793290576376, 8.275793600517158)	(4.5551069065435179, -3.6005088339955815)	1.0	slash	0.742735
30	N	B	M	B	N	4	0	shapes	N	0	True	5	(8.0788170602925184, -3.0747808255307723)	(-1.0612803590301221, 5.7816243364934579)	(3.1711353506689104, 5.3860401342656061)	(-7.2514855061641459, -5.2284389349150358)	1.0	z	0.716276
31	N	B	A	N	N	4	1	shapes	B	0	False	5	(3.973183262030954, -7.8040965028231488)	(-0.78608497695986213, 6.7896153616696733)	(4.4994479977851345, 2.2860133717163311)	(-6.8314044167425969, -1.3420675027629017)	1.0	slash	0.632
32	M	B	B	A	N	8	2	shapes	B	0	False	5	(5.7024975422245952, 0.76896773400333984)	(6.2330627253484074, -7.7990397426264852)	(-0.024012012960664464, -2.1114081804534379)	(-7.1482725051693414, -7.9533098017519768)	1.0	slash	0.837577
1	P	C	C	D	O	8	6	shapes	O	1	True	5	(-5.4486500329720879, 8.7271341584335893)	(-5.9143102569518877, -6.9080534527862092)	(-5.5847748471087471, -2.2242860151620425)	(-1.0725403577112305, 3.122266300021872)	1.0	z	0.803385
2	O	C	D	P	P	4	3	shapes	P	1	True	5	(-7.8168260170556971, 6.0795802440634894)	(-2.2234563513850416, -4.3083788580705793)	(3.770694498334807, 8.6438551692811494)	(7.9960784235482443, -1.9026468291229959)	1.0	slash	1.3809
3	P	D	D	C	D	4	1	shapes	D	1	True	5	(7.5695271585234742, -6.1809739405270063)	(0.69107163727393583, 1.1112764705889688)	(-5.0201324756193451, 3.2156113159488005)	(-6.8862224721369678, -2.2257809892972995)	1.0	z	1.83455
4	O	D	D	C	C	4	3	shapes	C	1	True	5	(5.0356569708332053, -7.5757025234546127)	(-3.2925070112928214, -7.5772652810597627)	(5.3206321435642998, 5.9798087547396399)	(-5.7205597433610453, 0.21548298510211694)	1.0	z	0.374086
5	O	D	D	P	O	8	0	shapes	O	1	True	5	(5.9693032456544906, -8.3199132294105986)	(3.3884694665871056, 0.060900443939429394)	(3.102660146106496, 4.4976169706453302)	(0.5946086551611991, -3.8260316605112896)	1.0	slash	0.615886
6	O	C	O	D	C	8	5	shapes	P	1	False	5	(5.8635578304553828, -5.9355048365555678)	(6.0899277700064935, 2.521945229382764)	(-7.9110187117991195, 7.5133210683432701)	(1.7438443852596475, 2.6239899276795331)	1.0	slash	0.90556
7	O	C	O	P	D	8	4	shapes	D	1	True	5	(-0.2722331006119223, -2.0448356979291775)	(-7.1390736674106661, 0.88493569918119697)	(-1.8608163828889284, 1.8558688531030096)	(7.4809908941781806, -1.7359525341443023)	1.0	slash	0.633026
8	P	C	C	O	O	4	2	shapes	C	1	False	5	(-5.7696188223868319, -5.4253843131951847)	(3.2447772581817667, 3.2140929761438208)	(6.4925379193339019, -3.3317486340352227)	(-6.655274867772313, 2.1048313548353761)	1.0	z	0.860573
9	O	C	P	C	O	8	4	shapes	O	1	True	5	(-2.9527381055863833, -6.2595933415116587)	(2.8642477082087154, -0.55520018299693419)	(-1.2583118530134669, 7.737262294778386)	(-6.2628884332844112, 6.3494295578770554)	1.0	slash	1.67828
10	O	D	C	O	D	8	0	shapes	O	1	False	5	(8.7152654972470422, 8.394199426646999)	(1.7055954073020132, -8.6870997373886372)	(-7.7116517348190108, 6.6181564662963357)	(6.1034317858482954, -7.4432680550425907)	1.0	z	1.11579
11	O	C	O	P	O	4	0	shapes	O	1	True	5	(-0.96308449090338044, 0.034067361217921643)	(-2.1884771789173909, -7.2298375989734627)	(6.9183220754368051, 0.18886314116950409)	(6.1172510634311923, -5.5450952676361531)	1.0	z	0.775378
12	O	C	C	D	O	8	0	shapes	O	1	True	5	(-2.5284630071954153, 1.6278407453533994)	(-7.5477439225888503, -0.90529814637898731)	(-4.6205159327691439, -5.1144231898071144)	(6.8352743587504108, -7.4396360622220215)	1.0	z	1.02525
13	O	D	D	P	D	8	7	shapes	P	1	False	5	(-1.3675605920283367, 4.9756490524816659)	(-0.57456295457860129, -2.6779286199026613)	(3.4001483827339456, -2.0592881027750485)	(8.2766710513275328, 0.78941402333344435)	1.0	slash	1.20897
14	P	D	O	D	C	4	0	shapes	P	1	False	5	(-1.0315515424222141, -2.4585245413648567)	(1.6362021180501216, 5.9530610230314096)	(0.9491088726771153, -8.1656579416325119)	(-2.9677342390503805, 6.2544721142264912)	1.0	slash	0.632626
15	P	C	P	P	P	8	2	shapes	P	1	True	5	(0.74234648561161087, 7.0084399500822112)	(6.4927374299689404, 8.4492256248558917)	(-4.3283858972429732, -5.7063410495185565)	(-4.8551917528923774, 3.5342019763026062)	1.0	z	0.830152
16	P	D	D	D	D	4	2	shapes	D	1	True	5	(2.2472880857059785, -3.946766919595734)	(-6.7238384023100251, -0.95920038648041039)	(2.688483763793112, 2.9247244719334144)	(-7.76885185383032, 6.3529946411333018)	1.0	z	0.785875
17	O	D	O	D	O	8	0	shapes	O	1	True	5	(-3.8279075450564104, 1.0507035822844717)	(6.9301924732458833, -6.9610992586756755)	(8.4334899089371476, 0.26848538422890833)	(-8.0671043815161312, 4.7787909869643102)	1.0	z	0.657568
18	O	C	P	C	P	4	1	shapes	C	1	False	5	(-4.1001218000665753, -6.1147644706356061)	(7.5000410072874715, -0.98693520826840953)	(-7.2529698729197349, 7.3035588193351586)	(3.4762653407091868, 4.5806353826474187)	1.0	slash	0.417099
19	P	D	C	O	P	8	3	shapes	O	1	False	5	(3.455600827731848, 2.7823872061661739)	(3.958754981400185, 7.5222309256912894)	(-1.6080549877346169, 0.3432187065485266)	(2.2158068068622683, -5.4035743771219051)	1.0	z	1.21204
20	P	D	C	O	P	4	1	shapes	D	1	False	5	(7.7569264315977513, -0.25913636635894832)	(-0.67319631715481343, 6.739362425048073)	(6.9289448178789215, 5.2943257875290453)	(-6.2794059452000548, -5.1604612171663575)	1.0	slash	0.379788
21	O	D	D	C	D	8	7	shapes	P	1	False	5	(4.3088898512038405, -2.590455794212617)	(-2.1079836998214994, -2.5392394074293909)	(2.1428998046558654, 7.4617923485697482)	(-7.0419071029675067, -3.2731997951572271)	1.0	slash	1.22215
22	O	D	P	O	P	4	2	shapes	P	1	True	5	(-1.3937487904878889, -8.0130620277089282)	(6.0143384018444923, -2.2405614568807071)	(-5.1574485665495029, 7.4967661861637573)	(2.6291463390492531, 2.9266639541687098)	1.0	slash	0.7638
23	P	D	O	P	D	4	0	shapes	P	1	False	5	(2.2631536801560159, 6.1828353337619681)	(-3.6554994577792579, -8.2594073880564256)	(7.7062816977334272, -2.0139964426119956)	(-1.3490395636845367, 1.1371576129611753)	1.0	slash	0.765412
24	O	D	C	C	C	8	3	shapes	C	1	True	5	(1.6459582139596236, -5.5542223630142331)	(0.49545287223110179, 8.105452383141003)	(7.1299416327811365, 6.4061847725069114)	(6.9050401587572949, -8.5225471873135756)	1.0	z	0.745114
25	O	D	C	O	C	4	2	shapes	C	1	True	5	(-8.3637054502181627, 5.758713560136913)	(-0.92964740504942522, -5.2302884266218506)	(4.6505590532663774, 2.6416734582852097)	(5.0501896590641344, -5.6832239736782393)	1.0	z	0.534715
26	P	C	D	D	C	4	0	shapes	P	1	False	5	(-6.0087110748090602, -1.0913480812408105)	(2.8067163313880652, 3.1566010083904281)	(1.9802516887217383, -0.86767403774700291)	(-5.6062096288827767, 3.717813146205188)	1.0	slash	0.628376
27	O	C	D	D	P	8	5	shapes	O	1	False	5	(3.1962227508338028, -3.733685191855975)	(-8.2396000678299455, -4.0859791079746763)	(-7.6559707885952619, 8.7084242797972706)	(-5.1974690587742609, 0.6143971799262502)	1.0	slash	0.787967
28	P	D	D	D	C	4	3	shapes	D	1	False	5	(-5.1538414215993296, 1.5673215161246912)	(1.4086260238059385, -5.4844439771567064)	(-4.2111822167223156, -6.0744212349534052)	(4.0379470041140166, 1.2613381966978583)	1.0	z	0.631479
29	O	C	C	C	D	4	1	shapes	C	1	False	5	(0.44844738850994226, -4.2745746908843989)	(-4.5705230006724369, -6.8651296268759552)	(-0.56163422289272091, 6.2248108837700258)	(0.2452569223732084, 1.5119417524429277)	1.0	z	0.739496
30	O	C	P	D	P	8	4	shapes	D	1	False	5	(-1.2590454238388329, 5.0872671438058745)	(-6.3734403981495582, -8.7139414153295451)	(6.2945953161187784, -5.4260358156796782)	(-5.9697629651133912, 3.281136656786602)	1.0	slash	0.501087
31	O	D	O	C	C	4	3	shapes	C	1	True	5	(4.1695838338941424, -1.0385746338364479)	(2.561223946093337, 3.0289596323531569)	(-4.5946182299748521, 2.3859367112078971)	(-8.4812094001101794, -0.092510032921763852)	1.0	slash	0.498718
32	P	C	D	P	O	8	3	shapes	P	1	False	5	(-5.8345737016285524, 7.9800946544094842)	(-6.1183536764643431, -2.1437650570901434)	(-0.46878164001753753, 7.824189836955604)	(-4.7603363401798768, -7.5319740346126807)	1.0	z	1.06855
1	R	F	R	R	R	8	1	shapes	F	2	False	5	(-0.17104792715196027, 2.2577964077554693)	(7.4614659360723401, 3.4614489723650781)	(-5.9988600865849948, 5.0733627037009423)	(-1.6996377423351205, -5.4779253959815666)	1.0	slash	0.860147
2	R	F	F	R	Q	8	3	shapes	R	2	False	5	(4.3710251840070171, 6.6060473844241958)	(3.9535394668927673, -7.9329733988722664)	(-7.7066788395932795, 1.8917150412144501)	(-5.0422836360339165, 4.9025748402997209)	1.0	slash	1.40604
3	Q	F	E	E	Q	4	0	shapes	Q	2	True	5	(-4.5719610374817217, 6.4243376526915874)	(-1.0421159372599389, -8.3603137984116049)	(4.7619257901085437, -0.07205015775307011)	(3.5613534253811512, 7.2914894071761509)	1.0	z	0.551157
4	R	F	E	E	R	8	6	shapes	E	2	False	5	(6.6260080148128129, 4.3163862382183353)	(0.97672579353270805, -7.469476664634449)	(-0.14465423787819631, 2.1298443431773357)	(-0.174269312707656, 8.329569055128573)	1.0	slash	0.758436
5	R	E	F	R	F	4	2	shapes	F	2	True	5	(7.4904243058356528, -3.4178174270157866)	(0.7518459972001601, 0.38595308212023305)	(-3.2362524461043449, -7.6689235316816156)	(-1.5851656112798356, 5.3749497634029471)	1.0	z	0.93658
6	Q	E	R	E	Q	4	3	shapes	E	2	False	5	(4.5435656694445896, 5.8419037968354566)	(-6.1025850242540596, 7.7197157155511)	(-4.0959831226899679, -7.5152158333294574)	(3.527645486204225, -3.8233334085281054)	1.0	slash	0.887697
7	Q	F	F	E	F	8	5	shapes	F	2	True	5	(1.4297844478628363, 2.635217621631698)	(-4.5892855392772862, 0.71436186240621247)	(-7.7505120448217957, 8.6735857346684782)	(7.6117292854251346, -1.5104460353712374)	1.0	z	0.627822
8	Q	E	F	E	E	4	1	shapes	E	2	True	5	(6.0875912169225401, -2.7737821413117736)	(-1.0831413489718784, 4.076920777626416)	(6.6735829486184652, 1.7254569526214709)	(-7.0312420435891134, -0.95903800825188501)	1.0	z	0.833302
9	R	F	R	E	R	4	0	shapes	R	2	True	5	(1.9604236231064949, 6.4415298078458711)	(-2.8729200634562408, -0.90103054258668358)	(-6.0536018802837894, 4.8899203399883255)	(8.3658093557202626, -7.6106394734077689)	1.0	slash	0.717268
10	Q	E	Q	Q	F	8	7	shapes	F	2	True	5	(-1.4995200836214622, -2.5860351812151112)	(-0.24434892700891986, 4.0169649696532055)	(-0.72361470742317913, -7.1819209841814313)	(8.2925971984278668, 1.3493113687550036)	1.0	slash	1.38682
11	R	E	E	F	Q	4	1	shapes	E	2	False	5	(-6.8128366337217274, 5.6492794464003797)	(-0.64405517681504065, -5.8913188172998296)	(8.4362049871912035, 3.9988124771893609)	(3.9154422009022269, -3.1265951172125028)	1.0	z	0.824561
12	Q	F	F	Q	F	4	2	shapes	F	2	True	5	(3.2228234116831658, 0.41760291377381087)	(5.1599807169016465, -7.8986508287339898)	(-5.4359966684749566, 2.7594550142523264)	(-2.1987812342653843, -3.8821065384062718)	1.0	z	2.44619
13	R	F	F	F	Q	8	2	shapes	F	2	False	5	(5.6931737720536688, 7.4313809914925315)	(-3.7494841698648695, -2.8681462581397792)	(-7.2169314595221756, 0.16823999766052999)	(2.2901420653917057, 3.5202322535232522)	1.0	slash	0.353717
14	R	E	E	R	R	8	3	shapes	R	2	True	5	(3.0028388829747819, 6.1279328138041755)	(-3.321136377349684, -2.3930571158812892)	(-4.5665182807667808, 6.9927996455806998)	(3.0874375076838483, -5.5132614981493857)	1.0	slash	0.599341
15	R	E	F	F	E	8	5	shapes	R	2	False	5	(-5.5005515417804265, 4.7585839070988953)	(0.15984231859758502, 1.7814176184961088)	(-3.2822560326108023, -0.68237157300219486)	(6.2299081485688301, 4.4040594823726149)	1.0	slash	1.91709
16	R	E	R	Q	E	4	1	shapes	E	2	True	5	(4.303905767769713, 7.4881502897483507)	(-1.9426402243164915, 2.7735407558663638)	(6.3719576001975735, -5.1863883537768221)	(-1.5085340285767401, -2.8820922730373093)	1.0	slash	0.560502
17	R	E	R	R	E	4	3	shapes	R	2	False	5	(3.2876198304500832, 7.7239857814598309)	(-5.3602523095294092, -2.6559851274238788)	(5.5062275193755461, -0.61400279157633975)	(-6.1539918102140359, 4.6494719864886278)	1.0	z	0.273897
18	Q	F	R	F	F	8	6	shapes	F	2	True	5	(5.9264528898990303, -4.1618357330627376)	(-6.2577362841519832, -8.4010969190845302)	(-2.7863163731611511, 1.2184845345597299)	(-4.2641450685911817, 5.1091046906910424)	1.0	z	1.12813
19	R	F	E	R	R	4	2	shapes	E	2	False	5	(-2.1247235245293572, -8.1780786400703853)	(6.1058274544347189, 8.1933331338876876)	(-1.0756165437130258, 8.6393296564318653)	(4.8475101273091852, -2.093565137477956)	1.0	slash	5.21763
20	R	F	R	Q	F	4	2	shapes	R	2	False	5	(2.4119001791876133, -7.5704490166439635)	(-3.1046809558407436, 7.7789261957368083)	(7.1129965801058539, 2.4297585042911329)	(-1.2801213124554369, -5.3221885963595312)	1.0	z	0.656747
21	R	E	E	E	E	8	3	shapes	E	2	True	5	(-7.2829751037280825, -0.72628102315086807)	(5.550578536179426, -7.6283519716119788)	(5.0942030720094227, 7.8554116337410207)	(-3.43377627750667, -2.8702961606577269)	1.0	slash	0.914728
22	Q	F	Q	E	R	8	6	shapes	R	2	True	5	(0.86994577583064547, -2.9454293715703379)	(7.1030345849066006, 3.7730526246385487)	(-4.579892769440189, -1.256832820108885)	(-5.3856898414806711, 5.5503472512980547)	1.0	slash	1.0243
23	Q	E	R	F	F	4	0	shapes	Q	2	False	5	(5.4638639223999483, -4.4762209662207013)	(-6.0067801948299051, 0.66764170827372205)	(1.5803604562217579, 8.5100547967990927)	(-0.43982896201550936, -7.0218642898161887)	1.0	slash	0.485951
24	Q	F	F	F	E	8	0	shapes	Q	2	False	5	(-4.9736824442569167, -0.39153371419838834)	(2.3296760665266962, 3.0418747797283601)	(-5.1939532534836745, -8.5063594513354062)	(0.53193587233853457, -6.2496383944088389)	1.0	slash	0.721642
25	Q	E	E	E	E	4	2	shapes	E	2	True	5	(-6.0689760565559441, 4.6958835645500763)	(7.3509011283875729, -1.6026654806242595)	(-6.9797826749727951, -0.23524763643676394)	(4.5559190785630843, 5.6534502573702206)	1.0	z	0.803198
26	Q	F	R	F	Q	8	0	shapes	Q	2	True	5	(8.2766006897713069, 7.1492918947011557)	(-6.0173399141167927, 2.6276311027459833)	(-0.68846121686272888, 8.4433827049221648)	(4.8108297985092765, -3.0396589876234126)	1.0	slash	0.926974
27	R	E	E	F	R	4	2	shapes	E	2	False	5	(-6.0633186035753326, 3.3530524807610202)	(5.0050560298833453, -8.3488721208982106)	(7.9749474627039589, 8.1340401707981727)	(-2.9575692375988956, -3.9579288191881856)	1.0	slash	1.00849
28	Q	E	Q	E	R	8	7	shapes	E	2	False	5	(3.4283954848763578, 6.8444221333814816)	(-2.2834914261875818, -3.6106112416518537)	(-7.8496927035596888, -7.6705052095281845)	(-1.9427084843544433, 0.79863537891087866)	1.0	slash	0.732425
29	R	E	E	F	E	4	1	shapes	E	2	True	5	(-4.7517639274852534, 5.5105352677864499)	(0.045768180593590557, -8.4574884688934233)	(-0.0098875377882841065, -0.88301934399315574)	(4.9583672198839146, 8.7135610956658596)	1.0	z	0.851871
30	Q	F	F	R	Q	8	4	shapes	Q	2	True	5	(-0.90721725978232648, -4.9505708442067871)	(-2.4762902384233048, 8.4227660475712121)	(-8.279373941499804, 6.5905179180078211)	(-4.1015811727832308, -7.7813269701485783)	1.0	slash	0.60758
31	Q	F	E	F	R	4	0	shapes	Q	2	False	5	(-0.72014933718164365, 8.3296072235189946)	(-7.3824198091287538, -8.6851722469749042)	(1.3066726797440538, -2.2881475800356306)	(1.8802999839753038, 4.3526568994081742)	1.0	slash	1.15321
32	Q	E	Q	Q	R	8	0	shapes	Q	2	False	5	(-0.17097593292892377, 2.1923406489156729)	(-6.8756248458554809, -1.5607942845756666)	(0.21686799048035788, -2.5049605850301093)	(1.8596405274372945, 8.3337156954065605)	1.0	slash	0.646174
1	N	B	A	M	A	8	7	shapes	A	3	True	5	(-1.5303701966777501, -1.7665209325823614)	(5.8349816638297956, 4.0534279591176432)	(-5.2569882889472748, -4.5096756789869179)	(7.1438704183484649, -8.4423694738531943)	1.0	slash	1.70056
2	M	A	A	N	M	8	5	shapes	M	3	True	5	(2.0707118402793068, -1.8075644152784109)	(-7.3660307426981237, 5.51691615308048)	(-6.19264447877908, 1.0823261484891074)	(4.430948177344618, 2.7396878097563526)	1.0	z	0.470047
3	N	A	B	A	N	8	5	shapes	N	3	True	5	(8.7267357671381269, -0.2724777769775546)	(-6.9865111371802779, 6.8670862443662681)	(4.6016766544464449, -3.3243643650794317)	(-3.7047374402104563, -2.8782413994052867)	1.0	slash	0.677768
4	M	A	M	M	B	8	3	shapes	M	3	False	5	(6.5627986802193021, 7.1661342186304804)	(6.9512540914891119, 1.1533176428602676)	(5.2095416724723229, -5.5146692312041328)	(0.28953024609963229, -8.3151747450023663)	1.0	slash	1.10743
5	M	B	M	A	M	4	0	shapes	M	3	True	5	(-4.0368020858476577, 2.5386270345267619)	(2.1026428024283099, -5.2979689056963615)	(5.1293747501499922, 6.6794238892625994)	(-2.6374581155015564, -1.2362952706585588)	1.0	z	0.519086
6	M	B	N	B	N	4	2	shapes	N	3	True	5	(0.3166454976116686, 3.9070257437456828)	(-5.7871726864594208, 5.2940417215730537)	(5.7172372671230907, -4.3170070478482554)	(-6.7359722202913499, -4.8730034089650918)	1.0	z	0.656685
