TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	B	M	B	A	A	N	N	N	8	5	shapes	A	Practice	False	59	(-4.544938095917928, -5.9078674711932084)	(-1.2686867752035758, 1.0265640383369163)	(0.68673970995662081, 6.7803502980691643)	(4.4863518059970655, 0.42397136858830109)	1.0	slash	3.03228
2	N	A	N	B	M	B	M	A	M	8	4	shapes	M	Practice	True	59	(-7.3855546922268616, -2.058382258492748)	(0.74468038369216139, 1.6472186121493824)	(-2.1295186921493867, -4.6910897453484113)	(2.2620062721686178, -2.8152465759429415)	1.0	z	0.998076
3	N	B	M	M					A	4	1	shapes	B	Practice	False	59	(-7.9267103804342289, 0.2579841633697928)	(-4.1684645537949763, -2.5008906587460684)	(5.382812531479745, 7.5534079198198505)	(2.3431930763158189, -3.8702112340367627)	1.0	slash	1.50346
4	N	B	A	M					B	4	2	shapes	A	Practice	False	59	(2.5675398435142895, -5.2124984689450997)	(-5.5659807720769248, -6.8686941276465685)	(-2.0564156431184255, 4.2617975782693858)	(0.74092132416373424, 1.3701834470841305)	1.0	z	1.26905
5	N	A	B	B					A	4	1	shapes	A	Practice	True	59	(-7.0536058063456135, 4.4046292793847659)	(1.5324165721710319, 1.0390217194360165)	(5.0230694550667785, -4.2865823268293264)	(-2.4217442287990316, -5.0706048922507199)	1.0	z	1.08884
6	N	B	N	M	A	A	M	B	B	8	7	shapes	B	Practice	True	59	(-5.2628993480623887, -6.9187967828469121)	(-3.5393302475343082, 0.85889872854217586)	(6.4036006741939371, 6.4540251728635027)	(-8.5434770457845168, -0.64432123321891588)	1.0	z	1.52434
7	M	B	N	N					N	4	3	shapes	N	Practice	True	59	(1.3051068593388901, 8.610495905924072)	(2.297862793037142, -1.2720419490080692)	(-4.9514673256508344, -8.558231819269448)	(-8.2755974877784944, 0.33632737976835436)	1.0	z	1.7819
8	N	B	N	B	A	M	A	M	A	8	0	shapes	N	Practice	False	59	(-3.1611110835377705, -5.3289099450096948)	(-4.4470132228311483, 8.2526998497296198)	(2.5441322460499052, -2.386886802434061)	(7.7100397357360464, 4.1721563840445839)	1.0	slash	0.925545
1	M	A	A	N	B	M	N	B	N	8	4	shapes	B	0	False	59	(2.0232724774988977, -5.8055959995001851)	(1.1392340484049388, 3.4370261839855232)	(7.9713381507070267, -6.0687774135847228)	(-6.8356084065028693, -3.4225152891090049)	1.0	z	1.017
2	N	A	A	M	M	B	N	B	B	8	7	shapes	B	0	True	59	(-7.0093027662358187, -5.1376169173595319)	(-0.12440700855134601, 2.7193573674415976)	(6.2589000598505127, 8.5731300428692947)	(3.4073227152061012, -1.3203871206165951)	1.0	z	1.00261
