TrialNumber	stim0	stim1	stim2	stim3	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
7	M	A	A	N	M	4	2	shapes	A	3	False	6	(2.8100985595375398, -4.7206522968248299)	(7.0838435918890106, 1.607318719730177)	(-3.4036203314645164, -4.9533920777030893)	(-7.8622076147367883, 6.5777816055699923)	1.0	slash	0.950533
8	N	B	N	M	N	8	0	shapes	N	3	True	6	(-4.9522789052018847, 8.1610951483361163)	(3.0046546427636596, 0.67188698106268774)	(1.5343302289917595, -7.0075791021688154)	(-5.681251522194799, 1.4559287202061775)	1.0	slash	1.00611
9	M	B	B	A	A	8	6	shapes	M	3	False	6	(-2.3654384275147846, -4.8984404950134408)	(7.5347793188026486, -0.50548113207191747)	(-6.0094510173233182, 0.98900038803638779)	(2.1836272369905831, -4.3727630251911132)	1.0	slash	1.04993
10	M	B	A	A	A	4	2	shapes	A	3	True	6	(6.981283508889284, -3.7620163277301053)	(-2.6214296178818168, -6.4142118300121496)	(0.93047187614318005, 2.3689012949984374)	(-4.6736991142802964, 0.70544067016693468)	1.0	slash	0.841416
11	N	B	N	N	N	8	0	shapes	N	3	True	6	(6.4516866126188681, -5.3018416307602019)	(-3.3953795552662207, 7.9162838316920165)	(3.7857242516078777, 0.79057841077084845)	(-0.89848764774578882, -7.7734258898653312)	1.0	z	1.07712
12	M	B	A	B	N	8	1	shapes	B	3	False	6	(-3.2604139685933236, -0.099632927769155444)	(0.9122617423474253, 8.1709728221714037)	(-5.6899399046752093, 6.2193970875957145)	(-0.6913795686790305, -3.3887720218463881)	1.0	slash	1.09685
13	M	A	N	A	B	8	5	shapes	N	3	False	6	(-6.4542136411332045, 5.7077866986040213)	(0.10308607715881735, 3.7837799261758782)	(-6.822538062785755, -1.106181865705171)	(6.3042356334805376, 4.970374003637037)	1.0	z	1.2104
14	N	B	N	B	B	8	1	shapes	B	3	True	6	(-7.6283261252558114, 8.1252529543050009)	(-4.8623297475489906, -7.9852236653705928)	(-0.50338341217244142, -0.87850982102400899)	(6.3413985323643445, -8.2949302366893978)	1.0	slash	1.08599
15	M	B	M	A	M	4	3	shapes	A	3	False	6	(5.3715079354448356, -4.9276593683006178)	(-7.1179580762290549, 2.2090778907331998)	(-4.7542034160941569, -2.6429098224778693)	(1.2232059900239456, 5.7266920707062603)	1.0	slash	1.14367
16	N	B	N	N	M	8	2	shapes	N	3	False	6	(2.6184579273276576, -0.14840213449337014)	(-2.4240313262071389, 3.3493620721033981)	(6.8146106783656979, 3.1065514538714414)	(-6.2392981885602925, 7.3220195718375507)	1.0	z	1.11128
17	M	A	B	N	N	8	5	shapes	N	3	True	6	(-4.7753935755718899, -4.5644628688440694)	(-4.3600707956143809, 6.2404990691243842)	(3.1943271428191, -4.6390861296601331)	(0.97396809159271136, 3.308753488995384)	1.0	slash	1.0128
18	M	A	B	B	A	4	0	shapes	M	3	False	6	(-0.84081844231534131, -7.1227243064843258)	(-0.29342543468790616, 2.4561350177647316)	(3.9286911524470955, 1.094674496319529)	(7.7671326878050131, -1.3577420465248062)	1.0	slash	1.1406
19	N	A	M	A	A	4	3	shapes	A	3	True	6	(1.9276253591225316, -6.0280511021280061)	(3.672484011542732, 7.4751250153592252)	(-1.4053044970575828, 5.2605427672079035)	(-1.452844210700059, -1.9025748391673574)	1.0	slash	0.762213
20	M	B	M	B	B	4	3	shapes	B	3	True	6	(-6.2986055432241699, 7.135156016584272)	(7.9666568510804794, -1.1718756090010993)	(6.2302194452708672, 4.4101600226691886)	(-1.6994783839428891, -6.7601489991186874)	1.0	z	1.27592
21	M	A	M	B	B	4	0	shapes	M	3	False	6	(-3.087010466575582, 1.337001710881335)	(1.3556581353977375, 7.3155129393863731)	(0.69595899706660092, -0.61003938014220971)	(-7.677766597256225, -1.9343100755546621)	1.0	z	0.895505
22	N	B	A	B	M	8	5	shapes	A	3	False	6	(1.9486129649111188, -6.7672714122303184)	(-8.0456407003998702, -8.4870565134518916)	(5.3700072819551306, -1.5220090007270484)	(-5.2938151019254356, -2.1742682181809396)	1.0	slash	1.40908
23	M	B	M	M	B	4	3	shapes	M	3	False	6	(6.8604545873604454, -2.8563601270767771)	(-4.317876993865946, -2.8581846091735956)	(1.8075610208474764, 3.05778021055694)	(-7.3708544401914748, 5.7334602625140878)	1.0	slash	0.89668
24	M	A	M	M	M	4	0	shapes	M	3	True	6	(-6.1786836833106449, -8.4111902717809741)	(-3.783019145372954, 0.036821845393458119)	(4.2645319390092062, -5.1237811982969248)	(5.5263912305520204, 4.8459190116391468)	1.0	slash	0.80072
25	M	B	B	B	A	8	6	shapes	B	3	False	6	(-3.3530049543940921, 6.8113512913658649)	(0.39715845915199566, -6.5249368785097257)	(7.333280097011059, 1.0975091196418116)	(8.3628547256515233, -4.2346482886241352)	1.0	z	1.8119
26	M	A	B	B	M	4	2	shapes	B	3	False	6	(8.7471997454691994, -7.4212362493877864)	(-0.77968822962239237, -1.2603790998241005)	(0.92240027272748115, 7.5372568723705093)	(-5.4900047422627338, 7.5735118942698954)	1.0	slash	0.899874
27	N	A	A	N	A	4	0	shapes	N	3	False	6	(-8.1372497216226751, 7.171857197816113)	(-8.4482862079615177, -4.6161830649964752)	(1.6707466496956762, -6.7548191326217086)	(4.1210226227664162, 6.8896102482639563)	1.0	slash	0.801191
28	N	A	N	B	M	4	0	shapes	N	3	False	6	(0.92097108701382524, 1.8335473514754792)	(2.6806668836340304, -3.6198207377897784)	(-8.7345957278977195, 0.88091425285904101)	(-3.1117146597936314, -8.2754106052284016)	1.0	slash	1.70683
29	M	B	A	B	B	8	1	shapes	B	3	True	6	(-7.5983370581390712, 1.8315254353138481)	(2.9978323993022791, -3.4376789666533663)	(3.6381424594374501, 2.9044656269122857)	(-5.9277430653586611, 7.0381897023127795)	1.0	z	1.00249
30	N	B	M	B	M	4	2	shapes	M	3	True	6	(-3.350923174461971, 4.8193690371626712)	(-1.9550090426701106, -5.6560634457150201)	(2.4328477504917299, 1.056009471066611)	(6.4773876298388942, -1.636351929651612)	1.0	slash	1.39422
31	N	B	N	M	A	8	7	shapes	A	3	True	6	(-8.3777718803538654, -4.8998631521249401)	(0.90703147329423572, -2.0925893450124562)	(-3.1402312567491535, -8.0435622690329325)	(5.5609880449079832, -6.8081886254251902)	1.0	z	1.07169
32	N	A	M	A	A	4	1	shapes	A	3	True	6	(-1.4069695826297286, 1.7229981282994871)	(-0.61452344637261191, -3.276481457911097)	(6.7527402864417603, 0.84614251533200502)	(3.9298307666845407, -3.8639684218981625)	1.0	z	1.07533
1	O	C	C	O	C	4	2	shapes	C	4	True	6	(-4.6765108027662379, 0.27991031298889268)	(-1.5969689057700096, -5.2769953844754287)	(4.7762708956337026, -8.6082600148871897)	(6.1879984585759829, 3.3099981296768579)	1.0	slash	1.69898
2	P	C	O	D	D	4	1	shapes	C	4	False	6	(-6.4498543352288058, 0.52788414132018247)	(-8.2600877835658135, -4.7812187881277239)	(3.5220904836177613, -8.5431580118644774)	(2.6874795826180851, 4.68332623096798)	1.0	z	0.856601
3	P	D	P	O	P	8	5	shapes	O	4	False	6	(2.162258582779641, -0.27449855220340247)	(1.3041316466334667, 7.6594860371916234)	(-4.0177170245885785, 8.0675002832542475)	(-5.3298281980313948, -1.2093428231531984)	1.0	slash	1.85822
4	O	D	C	O	O	4	0	shapes	O	4	True	6	(-6.0504421123527283, 6.1684316589306754)	(6.831922910153418, 7.5422434001845247)	(3.0202344490193003, -1.0034685835266677)	(-8.5345475835059137, -5.923004724410303)	1.0	z	0.80774
5	P	C	C	P	C	8	2	shapes	C	4	True	6	(7.646862714284147, -3.2187202500754601)	(1.8786684829783962, -8.1692308263051814)	(-3.6258233190038185, 3.0068468651911928)	(-7.9888303944203711, 4.7639206588884164)	1.0	z	0.723513
6	O	C	D	D	D	8	7	shapes	P	4	False	6	(-6.2333654728280106, 5.8344356400658182)	(2.6184182761174686, -8.0383136281679182)	(-1.1446471228834616, -6.6687855990414473)	(2.5965258458272817, -4.0119927244501685)	1.0	slash	0.807133
7	O	D	O	P	O	4	0	shapes	O	4	True	6	(2.8174805022574692, -0.19009126246591457)	(-3.614123161108977, 1.9295825877756467)	(8.1110732393425771, 5.0424611072992374)	(-2.6528802798101818, -5.1045694659335847)	1.0	z	1.20083
8	O	C	D	D	D	4	3	shapes	D	4	True	6	(-5.9875153511877786, 2.7117696387351788)	(4.4422559554414871, -1.4274590932168811)	(6.8010446298122744, 6.121938594595008)	(-5.0307877060190744, -2.3195656156152964)	1.0	z	2.03439
9	P	D	O	P	P	8	6	shapes	C	4	False	6	(0.93087146544153754, 6.9654742765508928)	(3.1366575702341528, -0.069327839569606198)	(0.67611916757049606, -8.073765182705225)	(-5.5713544583323609, -5.1481639565304302)	1.0	slash	0.752004
10	O	C	P	P	D	8	4	shapes	O	4	False	6	(-7.3231784044374324, -7.3196005316373283)	(-6.2030426526103746, -1.3986991313569863)	(-0.36490940445021991, 2.7256894075534372)	(-3.7068534268662443, 8.2180473075903286)	1.0	slash	0.861639
11	O	C	O	P	C	8	7	shapes	P	4	False	6	(-6.8588975903628322, 8.2002425927252602)	(-7.2793281836472357, 0.21386709114349678)	(8.4847664098219795, -5.4704977046122067)	(1.649019704866781, 6.6579213469839882)	1.0	slash	1.32521
12	O	C	P	P	O	4	2	shapes	P	4	False	6	(-7.3821277937463652, 3.3568335376399627)	(-5.6220819833667806, -0.37222722831560695)	(7.4654799430318448, 8.0673018315349694)	(2.9195641789239808, -8.0877882049227097)	1.0	slash	1.287
13	O	D	C	C	P	8	4	shapes	O	4	False	6	(-8.1357200285979197, -6.6315534781109404)	(-8.3933677451434789, -1.2942111982146027)	(2.6258003167335016, -3.7089597923986366)	(5.080102946923077, 4.9412992289976199)	1.0	z	0.922517
14	P	C	D	O	C	4	2	shapes	D	4	False	6	(0.57584495689443571, -7.8381626258746113)	(-0.42814120966716906, 0.70614862258742939)	(-8.379279442630704, -4.8323915270965259)	(2.7530229594830118, 5.3779105473173683)	1.0	z	0.868201
15	P	D	D	O	D	8	2	shapes	D	4	True	6	(-4.8109805363911313, 5.7896431919205078)	(-7.5302780399496125, -2.9175846998605079)	(6.9680106257372785, 5.9747285592383257)	(-0.2600195818394333, -3.1375687144165667)	1.0	z	0.707829
16	O	D	O	D	O	8	0	shapes	O	4	True	6	(8.3673802496196537, -1.7987263566104339)	(0.99007195970651019, -1.1516544869616148)	(-1.6458706911029024, 3.5143538551186193)	(-7.3297171424270262, 1.202599720160066)	1.0	z	0.59526
17	O	C	O	O	O	4	3	shapes	O	4	True	6	(-5.0741229363077078, 6.6503235329106296)	(6.3655999951901219, 7.2445817742777194)	(-1.9924640095502344, -3.873950573984124)	(3.1926077904822243, -4.5930682063457349)	1.0	z	0.59119
18	P	D	C	D	C	4	3	shapes	D	4	False	6	(1.7157139247805624, -6.5397240122856166)	(-6.5567000334503831, 7.0297975389677845)	(8.425317804717789, 7.3758278100755241)	(-5.1635961151639567, -5.3149067881597887)	1.0	z	0.650836
19	P	C	O	C	P	4	0	shapes	P	4	True	6	(8.4014134776451463, -4.410038206848756)	(0.98577937674770055, 7.5871452055854469)	(-0.83613092073105832, 3.9698584951548952)	(-6.8498597840869717, -2.9282065451596608)	1.0	z	0.554514
20	O	C	O	P	C	8	5	shapes	C	4	True	6	(-2.6192393181440927, 3.0464890250366938)	(6.3367140793385772, -3.5341023862831262)	(1.1968683164723881, -6.2119455722150558)	(3.6364921453110419, 1.0110277357854027)	1.0	slash	1.4642
21	P	C	O	D	O	4	0	shapes	P	4	False	6	(7.4742609465738745, 7.6311176409580277)	(0.75006605634000323, -6.6798096565208471)	(-6.5956406956295996, -1.4178178869771028)	(-5.3913583288051452, 3.9508384666744334)	1.0	z	0.805577
22	P	C	O	P	D	8	7	shapes	D	4	True	6	(6.9823090940117289, 0.073516216233368681)	(-7.4381941316864744, -8.7312443785844298)	(0.99984814601511651, -8.3319513680183164)	(-2.8411277917093338, 3.0227087357308502)	1.0	z	0.793414
23	O	D	P	C	C	4	2	shapes	P	4	False	6	(7.3691882595268545, 2.4777681745455045)	(-4.2405528949828719, 3.627138008622234)	(-6.4077563525135606, -6.4820242415183413)	(1.306155960643629, -2.3797022198096522)	1.0	slash	0.852988
24	P	D	C	D	D	8	7	shapes	D	4	True	6	(-4.2745594009795642, 6.868371573239914)	(1.30774593537142, 3.279595588147096)	(4.4632956109155089, -7.0268712363149533)	(1.472793153858186, -1.7008449078048482)	1.0	z	1.03074
25	O	C	D	D	O	8	0	shapes	O	4	True	6	(-0.1445389007370288, 1.2144660275769592)	(-6.7334370087229205, 0.37733818449702206)	(0.92052867722069287, -3.2223118973088836)	(5.5833117145701596, -3.9681923437629392)	1.0	slash	1.02826
26	P	D	P	C	P	8	2	shapes	P	4	True	6	(4.1379916236040497, 8.5015104395138508)	(-3.7000618156705585, 1.9480162710236026)	(-7.9043533293626069, 2.1529071535426372)	(8.4254429258556875, 1.9212350894530914)	1.0	slash	0.732023
27	O	D	P	D	D	8	6	shapes	O	4	False	6	(-5.6441461013686647, -5.5678690757004556)	(3.359421721365127, 0.16842236328590765)	(-5.0089190167674627, 0.77229310961668673)	(5.0531851993141217, 5.7414676574455559)	1.0	slash	0.717642
28	O	D	D	D	P	4	1	shapes	D	4	False	6	(8.6200781017292698, 7.169852693376777)	(-5.298907860079586, -1.087420128992644)	(6.3803301076316519, -3.3444108300367708)	(-2.4649915284927477, 1.9927607554885114)	1.0	slash	0.687082
29	O	C	C	O	D	8	3	shapes	O	4	False	6	(-0.91242064442648196, 7.1560448926544638)	(-7.1057502324283508, -3.0397885548901993)	(-7.7316799910670371, 7.0390139887321368)	(1.3835789012699138, 3.0398089618642992)	1.0	slash	0.608977
30	O	C	C	O	D	4	2	shapes	C	4	False	6	(-2.2790924563178718, 0.74593199018926271)	(-8.0901754082006718, -5.297803857621771)	(7.8262713160480288, -8.2422849392457245)	(3.8435338623482931, 0.18284068441185219)	1.0	z	0.96068
31	O	D	D	C	D	4	1	shapes	D	4	True	6	(5.2988813292057806, 6.0234979043687584)	(-7.1665504733267724, 6.0289759792463098)	(6.7650423624663887, -8.7133667686359608)	(-5.340253926544011, -7.0384420503734368)	1.0	z	1.0576
32	P	D	D	C	C	4	3	shapes	C	4	True	6	(-5.8894834406006034, -2.1481790657089803)	(5.5749581558154411, 0.61329118006522876)	(2.1094859508148893, -1.821802277439283)	(-7.7391743709915986, 3.9737233621729686)	1.0	slash	0.623938
1	R	F	F	R	R	8	6	shapes	R	5	True	6	(-4.7451513561184022, 7.9361991639047389)	(-7.3526030133360578, -3.645218488218064)	(7.2306743342067001, 4.3252909173444944)	(-2.8009802617286397, -1.8833524312366379)	1.0	slash	0.859415
2	Q	E	F	R	R	4	2	shapes	F	5	False	6	(3.5706162121502807, -6.2810391962614238)	(-0.044664012655481145, 8.2596376037395416)	(-6.4198040190416386, -2.2774443609900068)	(5.1133586563336326, 5.7235602578572298)	1.0	slash	1.00919
3	Q	E	E	R	R	8	4	shapes	R	5	True	6	(2.6096487314818742, -2.5400368606041592)	(-1.9090966458892353, -5.2932337817299455)	(-8.0595721008843064, -5.4241075222550625)	(-8.1592320600930321, 5.2426636303136238)	1.0	slash	0.812717
4	R	F	E	R	F	4	1	shapes	F	5	True	6	(-7.9886391847089566, 4.3756408041809376)	(-3.4516705379224613, -8.2014596315644059)	(1.5823291719184986, 0.89897415883350007)	(0.72887357347975268, -5.8502702118569232)	1.0	z	2.0363
5	R	E	F	Q	R	8	6	shapes	E	5	False	6	(8.3267842493333859, -6.4477900565814199)	(-6.9534498171380488, 6.0339383199160377)	(5.4032500743906304, 1.9005306679265725)	(2.5350680858378318, -2.7550772521373084)	1.0	slash	0.930009
6	Q	E	Q	Q	Q	4	0	shapes	Q	5	True	6	(6.8131176992240157, -8.7462646632300416)	(3.4318885281483453, 8.7072933914948294)	(-2.4179817668340027, -5.3700211808618352)	(-4.1610253359425098, 5.0849130820638564)	1.0	z	0.657604
7	Q	F	E	F	R	4	0	shapes	Q	5	False	6	(-6.6945549939239424, 6.781766649105716)	(4.2695430747724892, -3.7935171077227867)	(3.3275162550359862, 1.7673055689589319)	(-0.87736996704838344, -5.8551887735617596)	1.0	z	0.76132
8	Q	F	Q	F	E	8	6	shapes	E	5	True	6	(-8.3435400105963069, -4.5739957926949932)	(-3.8626736869712985, 4.2608333337833955)	(-6.5647742838930725, 0.14861504182580987)	(7.9426388881597951, -0.95817178220899279)	1.0	slash	0.390908
9	Q	F	Q	Q	Q	4	0	shapes	Q	5	True	6	(3.2448713808081973, 1.2583736669540517)	(7.8974761659985404, -0.1414928665192221)	(-7.7456312560875888, 6.1526458215081608)	(-1.512859479177898, -7.2179552637775286)	1.0	z	1.81865
10	Q	E	R	R	E	8	1	shapes	E	5	True	6	(6.4209062046408274, -5.7340981767790389)	(2.4096029818218501, -1.2013778718647359)	(-6.7492660504977184, 3.2468083270323014)	(-8.5393178867764377, -3.6662925677260079)	1.0	z	0.908205
11	Q	F	Q	Q	Q	4	3	shapes	Q	5	True	6	(-8.6670490937923059, -0.53115033036415227)	(-7.963014657030314, 5.1091173686577811)	(0.33749392062733641, 6.0188106047561831)	(0.30005755446339322, -0.70534303599269776)	1.0	z	0.607963
12	R	F	E	R	E	4	2	shapes	E	5	True	6	(-4.5872647734427447, -1.7853788083060333)	(-1.5198343272576489, 8.3908117800431583)	(7.1104855185180291, 0.50220900476024966)	(7.1265376115429326, -7.6859168547025751)	1.0	z	0.577558
13	Q	F	E	E	Q	8	6	shapes	E	5	False	6	(6.0524229697113405, 2.7483346517528844)	(2.6695838380449501, -2.1950894666518153)	(8.516366631960345, 7.5062312852419169)	(-5.3896550320868588, -1.5241966971685112)	1.0	z	0.769196
14	R	F	F	R	Q	4	3	shapes	R	5	False	6	(-7.8213490058721131, -0.61514509456250543)	(5.3470900704989237, -0.51951396919623072)	(6.0103031033957386, 7.6239135182771562)	(-2.4008756629239985, 6.7150674984319227)	1.0	z	0.704832
15	Q	E	E	E	E	4	1	shapes	E	5	True	6	(-0.70129625003396256, -0.29731224741021656)	(6.3645859697960159, -0.42251437078270371)	(7.0871154991747058, 7.2927290057528005)	(-7.7636937889531517, 1.3412381493374035)	1.0	z	0.55858
16	R	F	F	E	R	8	0	shapes	R	5	True	6	(-1.4276284285644971, 7.7985939936050421)	(-4.7696770250128004, -2.5526653258364984)	(6.6341515676964544, -7.8889589259981587)	(-5.6435590467992043, 6.732180063745016)	1.0	z	0.628149
17	R	F	R	E	E	4	2	shapes	R	5	False	6	(1.2081508528833051, -5.6088331613408773)	(-5.8616433702670188, -5.0027335859890609)	(6.4451884005961944, 0.053316214664617334)	(-7.6623922092879582, 2.8426372895435925)	1.0	slash	0.760017
18	R	F	F	R	E	8	7	shapes	Q	5	False	6	(6.8974010196713156, 1.2784483382351013)	(1.8698808083442451, 0.62808499857660927)	(-3.5956580220084655, -7.3325214813619084)	(-1.8148619096160825, 6.7618452986208446)	1.0	slash	0.973697
19	Q	F	E	R	E	8	7	shapes	Q	5	False	6	(6.7706170573361568, -1.6961430349327893)	(-2.8604946357131222, 2.8976274095109442)	(-7.8958277394987828, 0.64930408718735855)	(5.0674986994431332, 5.0078849414224997)	1.0	slash	0.783326
20	R	E	F	E	R	8	0	shapes	R	5	True	6	(-3.8283326216969238, 4.8626940813660422)	(-1.7803386285298766, 0.28230659279811476)	(-2.9888506319249011, -8.2907921071098478)	(-4.8480252435791691, -4.3672866308679703)	1.0	z	1.39271
21	R	F	F	E	Q	8	7	shapes	E	5	False	6	(2.6380881128000393, 2.3597990221281275)	(-7.281588677573489, -8.1608170130370681)	(6.7566693544947167, 0.9930118972891151)	(-1.6076580283635327, -2.9032699847185865)	1.0	slash	0.814447
22	R	F	Q	F	E	4	1	shapes	F	5	False	6	(7.1104964541504341, 1.4251347016533558)	(-8.3589320509307576, 2.796509544224989)	(2.0005678435746876, -2.0328171175806267)	(-6.3515734445593104, -8.1822074109447662)	1.0	z	0.926185
23	R	F	R	E	F	8	0	shapes	R	5	False	6	(6.1676817279646485, -1.3341755985064676)	(5.9808830899718011, 5.2936003612243496)	(2.9444820318338358, -6.9316560217521852)	(0.30045094389058136, 5.4649193104175158)	1.0	slash	1.22776
24	R	E	Q	Q	E	4	2	shapes	Q	5	False	6	(0.95540267748294383, 8.1469199465463369)	(2.2629729839977877, -0.50708561283135722)	(-4.5374651083289201, 8.3482072485150844)	(-0.16473759859945147, -7.7106178494162894)	1.0	slash	2.66542
25	R	F	Q	R	F	8	5	shapes	F	5	True	6	(-8.5239612601842651, 8.0426147002621242)	(2.0622424777958841, -3.1597893287287677)	(2.1674940510678908, 7.0227161185102709)	(5.569286252051354, 2.9774446286904528)	1.0	z	0.768885
26	R	F	E	F	E	8	4	shapes	Q	5	False	6	(2.8275464573327938, -8.2399778812237763)	(1.0861265112655669, -2.6851121290597852)	(-5.1287162846260124, -6.4694596620717544)	(-8.2925875178096344, -1.7755416127337948)	1.0	slash	0.740695
27	R	E	E	F	R	8	5	shapes	R	5	True	6	(2.4467172407785043, 1.9581409906251412)	(-4.572309107979871, -4.8429651109470457)	(-1.0178280337103747, 4.3913330133657258)	(-4.4133616847200212, 6.9675807943234691)	1.0	slash	0.750285
28	R	E	R	F	R	4	2	shapes	R	5	True	6	(8.5646993898908477, 6.7397690333890949)	(4.7170384210707113, -1.5037468456239331)	(-3.8983759368719255, -6.0455176277283016)	(-2.7343717061929409, 1.3646459799755366)	1.0	z	1.96977
29	R	E	E	Q	F	4	1	shapes	E	5	False	6	(8.4861787036599949, -3.6655629362098274)	(5.6007651705403454, 5.7884719391756967)	(-5.2894508244997391, -4.1989430123611484)	(-2.4055293166240297, 7.9313711444113295)	1.0	z	0.873493
30	Q	F	R	R	Q	4	0	shapes	Q	5	True	6	(6.1743119959125732, 2.9299773276288459)	(-0.64631297980933766, -8.1490604902521717)	(5.2421414312462904, -6.994355739749718)	(-6.90120085686819, 8.1135337854592784)	1.0	z	0.685089
31	R	F	R	F	E	4	2	shapes	R	5	False	6	(4.1529902774733589, 1.1690206855121659)	(-7.2881632542090502, 5.2783871094755987)	(8.6912937493039522, -7.1608453634426787)	(-3.275334848795862, -7.5310220037916498)	1.0	z	0.590302
32	Q	F	Q	E	R	8	2	shapes	Q	5	False	6	(-3.774314092431263, 1.1812748597050451)	(2.3108185123572422, -2.3253050768619676)	(8.7345042314645553, -6.2540260330496231)	(-8.5228035070981107, 6.0597872469482432)	1.0	z	0.694468
1	M	A	A	B	M	8	0	shapes	M	6	True	6	(-0.54238667288078091, 4.2838361174333617)	(-5.0713785967539611, 3.7088608462482622)	(-7.5867828556828965, -1.9017039091914683)	(6.4197626407741151, -7.122386744010706)	1.0	slash	0.93817
2	M	B	B	N	A	4	3	shapes	N	6	False	6	(2.8332552938551192, 0.15035984827827953)	(7.8943127498996439, -0.69876476582344438)	(-0.56402368859128416, -5.1386373117694664)	(-3.1700450142507055, 0.42865520877476904)	1.0	z	0.791742
3	M	A	M	B	M	8	5	shapes	M	6	True	6	(6.2874371679543639, 2.0082235195974718)	(-8.0063146898206767, -3.3425574151576587)	(3.9948117283096849, -4.8013001684115366)	(0.38257198927924208, 6.9463581039235898)	1.0	slash	0.981426
4	N	B	M	M	A	8	5	shapes	B	6	False	6	(-2.7531259869720248, 0.82511441650413708)	(8.643836229302714, 6.0276905093761979)	(-7.1882666498121131, 4.4601961596178263)	(0.98305141213698732, -5.4505617608793919)	1.0	z	0.887298
5	N	B	N	N	B	4	3	shapes	N	6	False	6	(-0.82230370831158517, -7.3027010382695456)	(8.0141918795521434, -4.8811483637527164)	(-0.17158261009427456, 0.87793856192485542)	(8.6153375728816961, 7.6528870336910302)	1.0	slash	1.44052
6	N	A	M	N	M	4	2	shapes	M	6	True	6	(-2.8449821759129357, -5.3119748517836367)	(8.0893264256200474, -7.5528993395603825)	(4.0634316995857009, 2.5429387971818489)	(-6.5548606597758194, 3.0071465012453427)	1.0	z	0.850212
7	M	B	M	A	A	8	2	shapes	M	6	False	6	(7.9065051861777889, 7.3368662997686975)	(1.4546742969023629, 0.41981410092219029)	(-3.924993571335988, 1.179974867496977)	(-1.4061341368714233, 5.8852230269895589)	1.0	z	1.08396
8	M	A	A	M	M	8	5	shapes	M	6	True	6	(-7.2624793653059729, 1.1807093547338496)	(-1.1744425566066203, 3.683542122496748)	(3.5766636468719639, 7.0273308190132138)	(2.0177419870589119, 1.1845262809793997)	1.0	slash	0.655641
9	M	A	B	N	M	8	0	shapes	M	6	True	6	(-2.3183967052424137, 2.5634666694630415)	(-3.1907376971334909, -2.7293526707768034)	(3.2592712064646872, -8.6212913252490839)	(4.8359673159570171, -1.8199373802648404)	1.0	z	0.921198
10	M	B	B	B	M	4	1	shapes	B	6	False	6	(-0.99287803972360944, -0.50089098398879628)	(0.68829769518160333, 8.2234992079575164)	(8.6593205449267607, -1.6753700878304096)	(-3.5023486474190921, 7.7267355809159994)	1.0	slash	1.00286
11	M	B	M	N	N	4	2	shapes	M	6	False	6	(-3.4508003043227431, -6.384747234592334)	(4.185607863142998, 2.9263928284070779)	(-3.9649910679555083, 2.050330440809141)	(6.8775088617011715, -1.8500941134737481)	1.0	slash	1.05234
12	N	A	N	M	N	4	0	shapes	N	6	True	6	(4.6227319205771131, -4.401007073904184)	(-5.5935318042540025, -4.8345493441897354)	(1.0329735442060315, 7.5882041853753499)	(-3.0143239543697078, 1.0761521614883147)	1.0	z	0.948102
13	N	A	B	B	M	4	3	shapes	B	6	False	6	(-4.8166435754860162, 3.01161350790942)	(6.1075854451812823, -7.0268144072809893)	(2.5407939526259984, 4.3182473488948574)	(-8.6686934180115891, -8.070665191256829)	1.0	z	0.751761
14	M	B	N	B	M	8	0	shapes	M	6	True	6	(0.71031395145889675, 0.14189627634090485)	(5.4915287686499177, -5.173477078160527)	(6.2242844712687138, 2.6532402831504225)	(-5.4393481728715267, -0.35163139384820497)	1.0	slash	0.893373
15	N	B	N	B	N	8	7	shapes	A	6	False	6	(2.295390507157526, 4.953512394674755)	(-7.8414271680860992, 2.6363945203417263)	(-7.0498724406889668, -7.6742461859269788)	(6.6732025238430861, 2.036752728010967)	1.0	z	1.8311
16	M	A	B	M	B	8	2	shapes	B	6	True	6	(-4.715947119942288, 0.8028629678314303)	(-5.3354711968503885, 7.9586691152926718)	(3.9696378100928751, 0.75679626623184681)	(4.0130755781309233, -8.2192092741033989)	1.0	slash	0.556718
17	M	A	B	M	B	8	1	shapes	A	6	False	6	(-5.4698121808500115, -2.6630070535658676)	(6.9118660188360064, 1.1812265683483396)	(-2.6567254844636219, 4.7899107638100347)	(1.8368284528094847, 1.1714413140692042)	1.0	z	0.754428
18	N	A	M	N	N	4	0	shapes	N	6	True	6	(-0.17191320424473844, 0.073455925180702764)	(-1.6549902278541424, -4.9488484518314859)	(3.9080309785776173, 4.1221105689531949)	(7.3339528122753741, -2.2776088674626767)	1.0	z	0.606145
19	N	A	B	A	B	8	2	shapes	B	6	True	6	(-3.2710630945137478, -3.6285736072279677)	(1.9973693839352986, 6.2689286540536369)	(7.0289175186427197, 2.7401323146087293)	(7.7767479492500833, -3.3136709820580155)	1.0	z	0.657693
20	N	A	B	M	N	8	3	shapes	M	6	False	6	(8.3736476500638801, -4.1105411103360918)	(-2.1815007425981943, -2.0258104389973406)	(-1.4480250089166153, 4.4256151923947193)	(8.066278662446976, 7.839547747055633)	1.0	slash	0.723402
21	N	A	M	N	A	4	1	shapes	A	6	True	6	(4.1774168913696208, 8.5237215152660895)	(-4.7772834062834004, 3.3904036088751219)	(-7.0913493201989004, -3.0396578611344278)	(7.4071948918628152, -6.6269592218891962)	1.0	z	0.757098
