TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	B	B	A	A	M	N	N	M	8	7	shapes	N	Practice	False	115	(5.0451570338693177, 4.1247689396668417)	(-5.0801670890581114, -5.3562019144131217)	(-1.6582352528734923, -2.4074165987806042)	(-4.4418594171362962, 3.210643157291738)	1.0	slash	2.05288
2	M	B	N	N	M	A	B	A	M	8	7	shapes	A	Practice	False	115	(-7.8586991287877508, 8.2455727393041549)	(-6.0503916532799895, 4.3799638158581473)	(-2.298662731450122, -4.705879035114525)	(6.1690094390631955, 1.5406331820560535)	1.0	slash	2.77433
3	N	B	A	M	B	N	M	A	N	8	0	shapes	N	Practice	True	115	(7.7037836303605225, 4.9386553229917958)	(-3.1583449853207055, 8.7033239855149667)	(-3.0289248120385119, -7.6210245557282512)	(-7.048317513059037, -3.3238267292139465)	1.0	z	1.43191
4	N	B	M	N					M	4	2	shapes	M	Practice	True	115	(7.846333056655201, 1.2523311424839179)	(-1.2400757297628999, -4.7251771906062752)	(7.3076505174046815, -4.2612888809703664)	(-7.5866269175697649, 5.3182294077725736)	1.0	slash	0.987622
5	N	B	B	N					N	4	1	shapes	B	Practice	False	115	(-6.8316776197813667, 3.5383496768325866)	(-6.0549842053863001, -2.1335720409429992)	(0.99124901930491838, -5.5847015351816562)	(0.50884666640102161, 6.787288764050631)	1.0	slash	1.37713
6	M	A	N	B					B	4	2	shapes	N	Practice	False	115	(-0.095532812898170505, -0.83225269257691981)	(5.2085325185738753, 1.2986867396533004)	(6.6608112968832458, -5.5434616575132747)	(-6.2401009789775994, 2.0190407263628778)	1.0	slash	1.19073
7	N	A	B	M	M	N	B	A	A	8	1	shapes	A	Practice	True	115	(-3.8024212678562757, 8.2267188041624237)	(7.9133985464262757, 2.4073665201624834)	(1.3038281810517862, 3.457650964362875)	(-8.5104019299009064, -1.7637793089470346)	1.0	slash	1.80432
8	N	B	B	M					B	4	2	shapes	B	Practice	True	115	(-1.6452892542635125, -4.4495972106382409)	(5.7582515511714352, -5.489550800956768)	(-1.8295702724322913, 8.0073541964203656)	(2.2325049560904464, 6.4931056848364435)	1.0	z	1.14791
1	N	B	A	A	N	B	M	M	M	8	4	shapes	N	0	False	115	(-5.7453835075633632, -7.3918239908297867)	(-0.039146687013264625, -5.2284022062403999)	(-8.5919061438437598, 0.13155014339405469)	(3.7132661141322263, -1.7475581130658657)	1.0	z	1.60228
2	M	A	A	M	B	B	N	N	B	8	6	shapes	N	0	False	115	(-7.2956904891529861, 6.3247645898744977)	(5.3115815732896277, -1.7696892796511401)	(8.3578937428118358, 7.6458165554566691)	(-0.91391893516274081, 6.7218040475572263)	1.0	slash	1.66969
3	N	B	A	A	N	B	M	M	M	8	7	shapes	M	0	True	115	(5.0606129689621149, 0.28555406100003111)	(0.34096377857165194, 1.5389184367654174)	(-3.725284027371238, 0.50002795564417823)	(-5.3446594658780651, -3.3436443721272635)	1.0	z	1.49352
4	N	B	M	M					B	4	0	shapes	N	0	False	115	(-7.8485541547820672, 6.7026071862776959)	(0.29744197357124413, -4.6969167325090124)	(-4.8889700585300373, -3.9058830556638675)	(6.4436136138077966, 7.4690393664775101)	1.0	z	1.83704
5	N	A	M	B					M	4	1	shapes	A	0	False	115	(-6.4190305955308178, -2.0262221253248143)	(1.8359879417141212, -5.2969243558441867)	(7.1350448846040475, 7.3819145028093196)	(-6.7512402545066807, 7.809411960059748)	1.0	slash	0.958614
