TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	B	B	M	N	A	N	A	N	8	3	shapes	M	Practice	False	125	(-2.0230014605933917, -0.43680028217775835)	(5.0463330778626805, 7.8164230341162977)	(1.4981191647122873, -4.5006164725113971)	(-2.6565456798467313, 6.3440162395664075)	1.0	z	3.5555
2	M	A	B	M	A	B	N	N	M	8	0	shapes	M	Practice	True	125	(-7.7511618068333723, -0.8624812664334085)	(5.8216632823189247, -4.553044862701805)	(3.2444809484395485, 4.7220812986483587)	(-4.9112093536921186, 2.2872413107525293)	1.0	slash	2.18099
3	M	B	B	A	N	M	A	N	A	8	0	shapes	M	Practice	False	125	(-5.8279015978740212, -6.2627262501603482)	(-7.8393134036812775, 6.0854849632515187)	(0.44284753768256024, 1.0772880713329105)	(4.8986719216615935, -1.2962895241452168)	1.0	z	2.06648
4	N	B	M	M					M	4	3	shapes	M	Practice	True	125	(5.1827374211997075, 1.5575190435558302)	(-8.3003391384732907, 5.4509511401321138)	(4.08391263139786, -6.3233356808203292)	(-7.1915868825090943, -4.3792202356361081)	1.0	z	1.37197
5	N	B	M	M					N	4	0	shapes	N	Practice	True	125	(-2.6459533259892014, 1.6467876139678719)	(1.5877631121372069, -2.4514200389083785)	(5.0475843669555811, 4.7316206115342094)	(-3.4942563404053208, -2.7114263233448508)	1.0	slash	1.50011
6	N	A	A	N					B	4	1	shapes	A	Practice	False	125	(6.4716013885726298, -0.33275585072988356)	(2.7056943288542161, 4.0632436190728587)	(-3.3133626176553594, 0.67004988633461515)	(-6.0942311561231577, -3.4485039420948667)	1.0	z	1.46537
7	N	A	M	N					B	4	2	shapes	M	Practice	False	125	(7.8140666254788691, -8.4443877751563257)	(6.6135769624264391, 2.6179120017177393)	(-6.3614070933405173, 1.1089675257025196)	(-5.8246637802499368, -8.3991994297963828)	1.0	slash	1.17279
8	M	B	M	A	B	N	A	N	A	8	6	shapes	A	Practice	True	125	(-5.0576607051653877, -8.5448831384957327)	(8.1755516654033968, 2.8163533627227224)	(2.5552755798001989, 6.4758616349869982)	(2.1782886442293492, -8.3359923025046267)	1.0	slash	1.3089
1	N	B	B	N					B	4	2	shapes	B	0	True	125	(-2.9678481789480839, -1.3628851521103025)	(4.5007163796942091, 3.3075559829996557)	(6.351813175234863, -4.2391980056124599)	(-7.9980698614857557, 5.1014764888287427)	1.0	z	1.52381
2	N	B	N	A					M	4	0	shapes	N	0	False	125	(0.46455841000479126, 5.5191492744229596)	(-8.0893644916798717, -7.2952069208787709)	(0.1136929040181105, -5.5960753235243601)	(-3.009695225750046, 1.9827686226770211)	1.0	z	2.41329
3	N	A	A	B	N	M	B	M	A	8	3	shapes	B	0	False	125	(5.5796660062698109, -4.6962225319002773)	(-1.2327319906453758, 3.4841328423262734)	(-1.9346830104867259, -6.5215459921091297)	(7.8721909427074017, 5.9494941536510666)	1.0	z	1.55168
4	N	A	M	B					A	4	1	shapes	A	0	True	125	(-5.9894403694174123, -3.2784512801878334)	(-1.4148248736937497, 1.6910978906132144)	(2.8590318511929382, -4.8550645199627507)	(0.41481508358047847, 7.2074432201948042)	1.0	slash	1.12934
5	N	B	N	B					M	4	0	shapes	N	0	False	125	(-0.63546456336770163, -1.5141956911526728)	(6.5221128357661726, 4.9854623147750843)	(-8.26650987459427, 1.5877185629430581)	(5.2803189595822371, -6.6032322777669625)	1.0	slash	1.68809
6	M	B	B	N					M	4	3	shapes	N	0	False	125	(-1.9340895550405461, -4.3621648831832127)	(-6.8141220813550749, 0.087355307382042113)	(1.4932044617724038, 4.6523653735510404)	(6.108429168769673, -6.9457246535336168)	1.0	slash	1.13628
