TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	N	A	A	M					B	4	3	shapes	M	Practice	False	79	(4.7690693151787471, 6.7984072711496832)	(-2.5974194752414874, 4.2132527366289327)	(-2.3278069333930729, -4.3944298552332199)	(7.9147167301951811, -6.4343428202932529)	1.0	slash	3.01692
2	N	B	B	M	N	M	A	A	B	8	1	shapes	B	Practice	True	79	(6.1483492540139313, -4.8665233462131097)	(3.4494485024713235, 2.2893509988161291)	(-0.40322966174878694, 6.224895127321922)	(-7.9759016082302683, 4.7572833299037498)	1.0	z	1.2587
3	N	A	M	N	B	B	M	A	N	8	1	shapes	A	Practice	False	79	(6.9036409968164651, -7.3355441987541425)	(6.6937672752369561, 0.69327536164681192)	(-7.3232566500953267, 3.4938115780197663)	(-1.8780579133641222, 3.1390552401492791)	1.0	slash	1.76419
4	M	A	B	M					M	4	0	shapes	M	Practice	True	79	(-3.1908304613417577, -5.578084842004734)	(0.89531504952891083, 3.3878763035858324)	(2.5606940582041773, -1.8283844807532184)	(-7.8498225704116376, 0.20975287837144485)	1.0	slash	1.45376
5	M	A	N	N					N	4	3	shapes	N	Practice	True	79	(-1.6321417836755794, -0.92912282892061526)	(2.942194750732618, 7.4466189438543964)	(8.2126209311248566, -6.4273673523183623)	(-3.068546678494136, 3.4477024541402397)	1.0	z	0.941386
6	N	B	M	A	N	B	A	M	M	8	2	shapes	M	Practice	True	79	(5.4738557850929315, 3.1223395636426563)	(2.5087513164882456, -7.0169877074353169)	(-3.1387566009885957, -4.8145854623844571)	(7.352471191188652, -3.146843187083264)	1.0	slash	1.18852
7	N	B	N	M	M	A	A	B	N	8	3	shapes	M	Practice	False	79	(3.4155234875013942, 3.2428976363397286)	(0.63686264961747696, -8.5781840123131676)	(5.1125745023544802, -1.104229516920161)	(-4.8399178562775296, -2.6109393474714651)	1.0	z	1.25653
8	N	B	M	B					A	4	3	shapes	B	Practice	False	79	(0.13108018011549305, 6.8741874583169924)	(-8.6587353869058266, 6.8175705158368665)	(-3.7978649689857971, -7.7462040426637708)	(3.7152575558908563, -8.2263390283638387)	1.0	z	1.15816
1	N	A	N	B	A	M	B	M	N	8	2	shapes	N	0	True	79	(2.1822707072304723, 5.8596564108161289)	(-2.7945309055869227, 5.2844740238124199)	(-7.7330927588538101, 0.33745037706729697)	(5.6651780647825625, -8.0195631099342339)	1.0	slash	1.17533
2	N	A	B	A	B	M	M	N	B	8	4	shapes	B	0	True	79	(7.0903307701271885, 3.523717835565332)	(-1.8932423945644521, 8.3904178189314926)	(-6.5516462700687539, -5.0340324487196701)	(2.7263849836381056, 0.94338954963064303)	1.0	z	2.31289
3	M	B	N	B					M	4	0	shapes	M	0	True	79	(-2.6424937725207034, 4.9109346732098356)	(5.648238184833799, -5.0825666933342664)	(6.0932029253259525, 6.8686981432243197)	(-0.62903646194529017, -3.2013867320546785)	1.0	z	0.860591
4	N	B	B	A	M	N	A	M	A	8	1	shapes	B	0	False	79	(1.6960269611852805, 3.330511150630235)	(1.5136570026272462, 7.9142130880755381)	(3.7644947644750459, -3.2708068055292676)	(-8.546026091130237, -1.7851503510488618)	1.0	z	0.990145
