TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	B	A	M	B	N	A	N	B	8	0	shapes	M	Practice	False	144	(2.8766584139661155, 6.4992738856593846)	(3.0161227578405203, -5.4128608321093612)	(-8.7236758491074866, 5.2051627810414303)	(-1.5819529137468216, -7.9956686596940161)	1.0	z	15.2433
2	N	B	B	A	N	M	M	A	N	8	4	shapes	N	Practice	True	144	(-2.2121821589342634, -0.78353172728896947)	(-7.2061462573035016, -7.3205234096637319)	(-2.2698890100289875, 6.1096947906840651)	(-6.6982823188109037, 5.1788515507169404)	1.0	z	2.32608
3	N	A	B	M					A	4	3	shapes	M	Practice	False	144	(-6.8089642878275134, -0.25253241168517704)	(0.7245025776280567, 2.7181322590911634)	(3.539811785168002, -0.26173910040206927)	(-5.1676449290167392, 8.2163684821394583)	1.0	slash	2.92955
4	M	A	M	N	N	B	A	B	M	8	2	shapes	M	Practice	True	144	(-5.703316450301994, -1.1245945826671644)	(8.7285985810719211, 7.1867904686095088)	(-2.9135017025615086, 7.9333673468475041)	(-1.4510547504510365, -0.014462888046923084)	1.0	z	1.85123
5	M	A	A	N					N	4	3	shapes	N	Practice	True	144	(5.4139259163537972, -4.1695094807162603)	(-7.668729875627271, -3.0560038884545921)	(0.28892164892677563, 6.6117591266354854)	(-7.5758361664404248, 3.4240111225413337)	1.0	slash	2.6188
6	M	A	A	N					B	4	2	shapes	A	Practice	False	144	(6.5259631553810973, -6.3852759282273741)	(-2.7962356372030577, -1.0205073417198509)	(8.4072525876689141, 5.1640986468075738)	(-6.9166513482795056, 6.5804326347771465)	1.0	slash	1.24826
7	M	A	A	N					A	4	1	shapes	A	Practice	True	144	(-0.46155054736167855, -8.4256410900544836)	(5.0000207737991023, 8.3792275413814821)	(5.714985967962841, -5.8268424794150047)	(-4.388896671638399, 5.3098893438116903)	1.0	slash	1.57586
8	M	B	M	N	N	B	A	A	N	8	7	shapes	A	Practice	False	144	(-0.43429124989804535, -8.3126917287958655)	(-1.2681854001409354, 3.3412205441465179)	(-8.4811249432067335, 6.5681909186083853)	(5.0817578733985762, 4.0987828104121409)	1.0	slash	3.23348
1	M	A	B	M					A	4	3	shapes	M	0	False	144	(-7.1294384709414693, 4.3538587824682473)	(-2.9777487878139102, -4.1309969696678452)	(6.2926018438278231, -3.4237136193400852)	(3.7491002887488616, 8.5634405342820905)	1.0	slash	1.50949
2	M	B	B	M	N	A	N	A	B	8	2	shapes	B	0	True	144	(1.0328610445201445, -0.48914721113285431)	(-3.6285448335498973, -4.0304312291225353)	(4.5294420476209449, -3.5845363491107962)	(3.6175300656864184, 6.4148326659377659)	1.0	z	2.39719
