TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	A	A	M					A	4	1	shapes	A	Practice	True	52	(0.20433836188523102, 3.5402260520137041)	(-0.05887163306617893, -5.0741402056732223)	(-4.7572808146625825, 5.4924326844088665)	(3.8279559667724108, -3.8928924243539527)	1.0	z	5.66643
2	M	B	N	A	N	B	M	A	M	8	6	shapes	M	Practice	True	52	(-5.0482225896985753, 4.4059418182022689)	(-6.9560586092520289, -4.223702206713412)	(2.866606436161371, 3.5519076254636452)	(3.7424542268208381, -4.938427957693035)	1.0	slash	5.62177
3	M	B	B	A					B	4	3	shapes	A	Practice	False	52	(6.1817895897056907, 5.7730801821303057)	(4.9782560759240759, -1.8291570649215689)	(-2.8350468701535672, 1.518498711720687)	(-1.6396758709766113, -7.8237805760083852)	1.0	slash	6.56302
4	M	A	B	M	A	B	N	N	A	8	1	shapes	A	Practice	True	52	(3.3673179440424956, -3.0667450766605198)	(-0.37018827255834275, 6.3333955831721607)	(6.0950476860713341, 8.5567541362412953)	(-7.2606661607279683, -5.1463765893249498)	1.0	z	2.4358
5	M	A	A	M	N	N	B	B	B	8	2	shapes	A	Practice	False	52	(-6.8526002486462891, -5.9022068169798363)	(4.7163529720871331, 5.9586815262994257)	(-6.0013534453404001, 3.4326792819867666)	(7.2683976894669016, 2.4843751531405953)	1.0	slash	2.79939
6	M	A	M	A					N	4	3	shapes	A	Practice	False	52	(4.1841427636556467, 4.636100502675788)	(-0.56982256629998496, 4.1668606993261541)	(4.3648037887125319, -1.5924651027316887)	(-6.98494114883575, -0.9225490241928771)	1.0	slash	2.63931
7	M	B	N	A					B	4	1	shapes	B	Practice	True	52	(7.2207638519505313, -3.8901820298954215)	(2.0230486830568299, 3.3900149700359492)	(-3.3962292363908411, 8.3101762482572319)	(-1.3523325781948206, -1.9662418394542014)	1.0	z	2.09694
8	M	A	B	A	M	N	N	B	N	8	4	shapes	M	Practice	False	52	(-2.0926177583329375, -5.5083068356406812)	(5.3390783195571476, -3.9332251805351532)	(-7.0680308608664957, -8.6477310775498442)	(1.2377604347162645, 7.2900764535466251)	1.0	slash	2.09568
1	M	A	B	N					N	4	2	shapes	B	0	False	52	(-8.1131927071496222, 3.8079203452965871)	(0.51685590562548533, -6.9255149692202798)	(4.7573921129360972, 4.1719947710548393)	(-5.4510919623593033, -1.5119557209904277)	1.0	slash	1.80073
2	M	A	N	A					A	4	1	shapes	A	0	True	52	(7.7822891254945503, 2.6426805642116928)	(-4.9774079738602088, 2.9628179428703607)	(-4.2984445222659735, -5.6385674808415551)	(6.9361620626867495, -2.1848115659991247)	1.0	z	1.2187
3	M	B	M	B					A	4	2	shapes	M	0	False	52	(6.0989266165399947, 2.8411542094936237)	(-8.686135295208679, 1.2228156849924989)	(5.4790881764990473, -1.307416358881528)	(-1.2691055068399741, -1.7758920389703992)	1.0	slash	2.25646
4	N	A	M	B	N	M	B	A	B	8	0	shapes	N	0	False	52	(6.0325972293710901, 7.2286729115614374)	(0.42819719568865899, -3.0374547848701567)	(-7.9878983272614565, -5.1190715461286525)	(-6.1558089819435526, 3.4513399076300235)	1.0	slash	0.761952
5	M	A	M	B	N	N	B	A	B	8	2	shapes	M	0	False	52	(-4.5949857939869352, -1.6292203006885577)	(2.96876314703138, -0.040127499298412417)	(-7.0755122459789064, -7.1726645083456075)	(8.3008676385037852, -1.5253197427149301)	1.0	slash	1.25963
6	M	A	N	M					A	4	0	shapes	M	0	False	52	(7.1117863241944086, 8.7232408787827467)	(-3.1546175434402963, 6.4437106249374292)	(-4.3612379543847268, -4.7921804774365331)	(1.3680731414822453, -7.1628229913231785)	1.0	slash	0.631151
