TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	B	M	A	A	N	B	N	N	8	5	shapes	N	Practice	True	136	(0.53401521800055463, 2.5119356030327999)	(-1.7753941430311135, 8.4805980984062295)	(0.84720791716876498, -5.7623983561927403)	(4.6282264979418333, -3.6089369932855497)	1.0	slash	2.67987
2	M	B	A	A	M	B	N	N	A	8	6	shapes	N	Practice	False	136	(-1.8236241067039645, 5.0902618149359284)	(5.9476832924361425, -1.0824218737869167)	(-2.5345140445585299, -5.0244607590161063)	(4.497153375513534, 4.4257533518509291)	1.0	z	1.44541
3	M	B	M	N	N	A	B	A	N	8	0	shapes	M	Practice	False	136	(-2.5072561300454028, -4.862090891136015)	(4.057416531196866, -2.8388876491436514)	(-8.1768903241156856, 7.240109000111687)	(-4.0670555472268672, -0.91511272202793137)	1.0	z	2.00682
4	N	A	B	M					N	4	0	shapes	N	Practice	True	136	(2.6364966556977159, 5.8321402149308188)	(-7.8121771256128101, 5.0855493380708907)	(-1.5950781823951914, -0.74001756487080428)	(8.4183974099853778, -6.0423453676077097)	1.0	slash	1.45643
5	M	B	M	N					N	4	0	shapes	M	Practice	False	136	(-2.9089132667899884, 8.504293673114617)	(6.7037203259859037, 4.2506391933418683)	(0.15477776261031728, -2.048009194821276)	(-6.1611920749119058, -6.4785679140708847)	1.0	z	1.0639
6	M	B	A	B	A	N	N	M	M	8	0	shapes	M	Practice	True	136	(-8.3590739765510307, 3.8115638556104603)	(0.31710861762441844, -8.5289058542744218)	(5.0418399739508111, -5.2685874454819173)	(-8.5772957668901082, -2.3043241268975923)	1.0	z	1.14383
7	N	A	N	M					A	4	1	shapes	A	Practice	True	136	(0.99548336980625862, 2.6307974107653962)	(-5.8528162029245472, -3.3094422207507472)	(8.2080790185768926, -8.0817080484156669)	(-3.9874441779544441, 0.66517324942689804)	1.0	z	1.0214
8	N	B	N	A					M	4	2	shapes	N	Practice	False	136	(-3.3931007514826046, 7.0189044059843422)	(5.2398950035512097, -0.47512503207950019)	(-4.5766257593551876, -0.679783422769491)	(3.4507326496649195, 8.7269201012928157)	1.0	slash	1.10709
1	N	B	B	N					B	4	2	shapes	B	0	True	136	(1.8841128573593089, 1.5993796859307867)	(-4.9323578688615113, 2.1841865623661558)	(-1.2569410553040949, -3.6941065515845173)	(7.7170394005780274, -4.6100573194971055)	1.0	slash	2.13626
2	M	A	N	N	M	B	B	A	B	8	4	shapes	M	0	False	136	(-4.0693029431082852, -6.8031776092383209)	(8.6814227238825801, 7.7248803628896816)	(-4.9870465214322657, 7.9538137859313878)	(-8.4172765833780456, -2.5597371733087382)	1.0	slash	1.16174
3	M	A	B	A	M	B	N	N	M	8	0	shapes	M	0	True	136	(4.508819899424477, -2.9687133360857239)	(-1.6374449386301624, -6.3736073600808005)	(2.1738687115352064, 2.7615341971433871)	(6.9305148072908551, 1.752290611393974)	1.0	slash	1.79743
4	N	B	M	A	B	A	M	N	M	8	5	shapes	A	0	False	136	(2.4538365327409846, 5.1779800170052823)	(2.0978156632843241, -5.0076735743453504)	(6.7149848331111563, -5.8016231088960186)	(-5.4560970124137649, 7.205024605838009)	1.0	z	1.37096
5	N	A	A	M	M	N	B	B	A	8	7	shapes	B	0	False	136	(-6.9110870468999597, -7.975654166793726)	(2.6178433021185281, 3.4868678946329048)	(-5.6093400898791854, 7.6773387778895454)	(5.1010969535341424, 8.6058409637315201)	1.0	z	1.35637
6	M	A	M	A					M	4	0	shapes	M	0	True	136	(7.1067414074435167, -5.8567209308041921)	(-2.7161571166021288, 6.3747455121808621)	(2.1660650463741717, 2.6806177220706378)	(-1.2441576597861879, -8.3978574099535503)	1.0	z	1.44786
7	M	B	M	B					B	4	1	shapes	B	0	True	136	(-6.7366088576579735, -8.674316384140532)	(-4.1747465023641972, 3.3262217777747409)	(1.5654402517059847, 7.3943629064677658)	(2.4330073625701658, -5.818741938581061)	1.0	z	1.39178
8	M	A	A	M					A	4	3	shapes	M	0	False	136	(-1.2080197877324022, -8.1555988050569255)	(5.431769624646936, 3.7254604666148641)	(3.983376366096941, -3.7671571719428458)	(-3.1996182215782021, 8.0075030631849735)	1.0	slash	0.899396
