TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	N	B	A	M					M	4	2	shapes	A	Practice	False	104	(5.9433293427103049, -4.2817402702642395)	(-4.6135583699967633, -5.5305845665418945)	(2.8639112929657671, 7.6919469001427458)	(-1.5227573805797059, 0.45700939794300766)	1.0	z	3.16571
2	N	A	B	B					A	4	1	shapes	A	Practice	True	104	(-4.2871376300203847, -2.1976178517075011)	(7.7758516531584583, 2.6090755405471509)	(-4.9301962141819331, 1.7563577687682006)	(8.0554068780393848, -2.8530126391308315)	1.0	slash	2.59905
3	N	A	B	M	B	A	M	N	B	8	4	shapes	B	Practice	True	104	(-0.17775186004242549, -6.2902962663195963)	(7.8792064317826949, 7.2579075445800179)	(6.3302670047798415, -8.1034125816653688)	(-5.556468021102928, -4.7585765909033544)	1.0	slash	2.14664
4	N	B	M	M	A	N	B	A	M	8	3	shapes	M	Practice	True	104	(1.7189984555273519, -4.1129824963907842)	(-5.3902680704567576, 8.3679205909586791)	(1.0809679055996479, -8.2819684001394904)	(2.2440750593729586, 3.7978699977072363)	1.0	z	1.01007
5	M	A	A	N					M	4	0	shapes	M	Practice	True	104	(5.5246971007051933, 2.0199909457922889)	(-0.90120656927135379, -0.26885960112700147)	(8.6856910552678563, -5.8427484684312514)	(-0.63260562341185, 5.1493600063181493)	1.0	z	1.09794
6	M	A	M	B	N	B	A	N	A	8	2	shapes	M	Practice	False	104	(7.945671859169952, 7.5361159171249703)	(-1.397328105682158, 2.2129113169990013)	(-0.92391915875634911, -7.2421296430027544)	(-5.8734205585559884, -4.9839924655785186)	1.0	slash	0.895129
7	M	A	M	A					M	4	3	shapes	A	Practice	False	104	(-6.138760995760288, -8.5917773392452066)	(6.3161580544629548, -2.2717662855386269)	(-5.5320730888591072, 2.3658086652458898)	(4.9729346822250893, 8.5095465261170382)	1.0	slash	0.822906
8	N	B	A	N	M	M	A	B	A	8	3	shapes	N	Practice	False	104	(-8.0988461675548571, 7.3914324332414267)	(1.6810887537247083, -7.1011123632329998)	(7.9546259940582402, -0.12477109569342204)	(-0.27333029963300781, 6.50741240206942)	1.0	z	0.726756
1	N	A	A	M	B	N	B	M	N	8	5	shapes	N	0	True	104	(-0.70811114405709041, -0.33426465872719646)	(-7.3233357478382786, -2.4272526104997842)	(2.5177533684926736, 6.7622593092678525)	(5.9195815426749618, -6.3765931690243942)	1.0	z	0.939008
2	N	B	M	B					M	4	2	shapes	M	0	True	104	(-7.5187510730650136, 2.9968045956872036)	(5.7754891421240959, -3.7816321642452433)	(-5.3193849607570129, -3.8873829219337148)	(4.5635696069705656, 7.3473877156234693)	1.0	z	0.872946
3	M	A	M	A					A	4	3	shapes	A	0	True	104	(-1.913765980702439, -4.9722208897605711)	(7.1784431758709282, 5.1628908182814612)	(-2.5750035376525924, 7.0183991267302606)	(8.6895471851857806, -4.1732889147455747)	1.0	z	0.892692
4	N	A	M	A	B	M	N	B	M	8	2	shapes	M	0	True	104	(-3.2949322165220867, 8.0142949887328427)	(6.4004017511406595, 3.4300915637011258)	(-5.6948176626666349, -0.25101053839246212)	(8.325784556664459, 7.4934430171172508)	1.0	slash	1.0623
5	N	A	N	A	M	M	B	B	A	8	1	shapes	A	0	True	104	(-1.7027102490711981, -5.1454326063016271)	(-7.8769307100285575, 3.3651447999408379)	(2.5046350231344476, 8.1805575535230055)	(5.7708896195796751, -0.87576692870990414)	1.0	slash	0.901928
6	N	A	A	B					B	4	1	shapes	A	0	False	104	(-4.9774686758596847, 7.590639919744433)	(7.3615200664176292, 2.3290412324841494)	(7.8850681304847718, -1.9503189130338825)	(-2.2804943177935675, -2.3934448324815598)	1.0	z	0.839406
7	M	B	N	B					A	4	3	shapes	B	0	False	104	(1.3397096104928305, -5.0183450385120612)	(0.52548973363261275, 3.7345413836574579)	(-7.3070234859182754, -2.1049016914871528)	(-1.7869565292324259, 8.7024470771046971)	1.0	z	1.09341
8	M	A	A	N	N	B	M	B	M	8	5	shapes	B	0	False	104	(7.5340308936002884, -6.3082403442536652)	(-0.58879046130593871, 8.5509994453168723)	(3.484663900870256, -2.8731712719512466)	(-6.8401893217191354, -5.6442360388326893)	1.0	slash	1.26139
9	N	A	B	M					N	4	2	shapes	B	0	False	104	(8.5310152190393929, 5.5562227508298712)	(-2.8443266746607057, 5.6377825402544346)	(1.1704011152590539, -7.7493677018236671)	(-8.2185713535213729, -1.5070842848708264)	1.0	slash	1.13232
10	M	B	A	B					M	4	0	shapes	M	0	True	104	(7.5934153036831518, -3.2677759109188633)	(-3.3560179019990581, 7.4114061846237469)	(4.7854865901520789, 2.7467749889934652)	(-5.1393769567677854, -6.552855017261014)	1.0	z	1.2421
11	M	A	N	A	M	N	B	B	M	8	4	shapes	M	0	True	104	(-6.2865825061097986, -1.3037105028995457)	(-1.5985459413028575, 2.3796300955008629)	(-0.2449366875793384, -5.1386393171866027)	(7.0114940944848776, 2.0095125927872211)	1.0	z	1.05354
12	M	A	M	N	B	B	A	N	B	8	0	shapes	M	0	False	104	(-4.5958836644261698, 1.0622205683126307)	(-7.8754863973467497, 6.936793936583431)	(2.8198839809980747, -0.87854209223175328)	(6.0328832721254475, -3.8840727029496476)	1.0	slash	0.903173
13	M	B	N	N	A	B	A	M	B	8	4	shapes	A	0	False	104	(4.0724816650659204, 0.73952089922298292)	(4.6687169617434279, 7.5276404310267857)	(-0.43584062746418262, -0.61729917344267626)	(-6.7256195711238584, -5.8337116794216888)	1.0	z	0.950928
14	N	A	N	M	A	M	B	B	A	8	4	shapes	A	0	True	104	(-6.893648235713167, 7.732888470172913)	(-2.5005717864732722, -3.716525991509581)	(3.8965257622493024, 3.2517535809893623)	(-2.1931744045102173, 1.5572859794731553)	1.0	z	1.15668
