TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	B	A	A					B	4	3	shapes	A	Practice	False	7	(4.4994247313957665, -5.864576740758606)	(-3.5657244643194606, -2.0830427740033697)	(-3.3850939439625369, 3.6020755929371528)	(7.4491419872854827, 6.0923201685411765)	1.0	slash	3.18985
2	M	B	B	N					N	4	3	shapes	N	Practice	True	7	(8.1433217857276645, 4.4985395804385622)	(2.0932148669102535, -6.5454080415928715)	(-3.9038279537332148, 6.0023110262963328)	(-5.22920466883087, -8.219606873060858)	1.0	z	1.7151
3	M	A	A	M	B	B	N	N	N	8	4	shapes	B	Practice	False	7	(3.7965077044298869, -6.9080601222307996)	(1.799866198355808, -3.0794313355563308)	(1.7572080022914598, 8.2219140302440721)	(-3.3438406709576167, 8.603140795985265)	1.0	slash	1.96065
4	M	A	M	A					A	4	3	shapes	A	Practice	True	7	(2.8705298072892891, 4.0237546511497406)	(-8.2452762564389595, 2.6277961056212149)	(8.3490995594721866, -3.5279953761472953)	(-1.7571836037551423, -8.3545318385169658)	1.0	z	2.40838
5	N	A	N	M	A	M	B	B	B	8	5	shapes	M	Practice	False	7	(-6.6938026930187746, -1.3864412425608066)	(2.4352672371185395, 3.6973994008104079)	(2.6589638930700694, -5.0892185927983826)	(-2.2533134962256911, 7.3951921261290607)	1.0	slash	2.01192
6	N	B	A	N	B	A	M	M	N	8	3	shapes	N	Practice	True	7	(6.9472953503150414, 3.2805217266865174)	(3.0570254308670606, 0.18255310796243052)	(-2.9708581294027177, 0.90249316733057405)	(-8.6517428859534391, -4.3848983651591515)	1.0	slash	2.93339
7	M	B	N	A	B	M	N	A	A	8	3	shapes	A	Practice	True	7	(4.9188718194503558, -2.6092760786640419)	(-1.1824671694462809, -5.734868302382166)	(-7.3117256994565842, 4.2100451564750507)	(-8.6552728466088116, -3.4927019084087023)	1.0	z	1.71105
8	N	B	A	B					A	4	1	shapes	B	Practice	False	7	(-5.978705192076748, -6.4071256526747424)	(-8.4484113146024296, 0.45354438742345771)	(0.40880154760153253, 4.7810551750711259)	(2.7137228600569419, -5.3321585675591017)	1.0	z	0.898574
1	M	B	B	A	A	N	N	M	M	8	7	shapes	M	0	True	7	(3.6337077822292514, 3.7961890864758896)	(5.3036592939091101, -0.66142492822320165)	(-6.5924416258609764, -2.5144196511868362)	(8.6824929193850551, -5.7578446437137458)	1.0	slash	0.786326
2	M	B	N	N					M	4	1	shapes	B	0	False	7	(2.0712923300843649, 7.3056018154749509)	(5.2269340965984821, -5.0105835827532132)	(-4.2091749118005959, -8.3896971430291352)	(-3.9776761889125014, 5.9110896731701281)	1.0	slash	0.816056
3	N	B	M	M	B	A	N	A	A	8	2	shapes	M	0	False	7	(0.18528652430800818, -8.5219538842973765)	(3.3314109087101293, -3.3050602827379238)	(3.1880600492797715, 7.4705728402577201)	(-7.6930845878218097, 5.203565367675683)	1.0	slash	0.865756
4	N	A	B	B	N	A	M	M	M	8	2	shapes	B	0	False	7	(3.8938819262936946, -6.2776573890261389)	(1.2133125387418424, 6.4187300934400362)	(0.82756313886314103, 2.1139842147656012)	(8.6899590490978866, -8.5556525889221025)	1.0	slash	0.625669
5	M	B	M	B					A	4	1	shapes	B	0	False	7	(6.8533759718558933, 4.3933626889004085)	(-5.3103929760663, -2.1938112355429054)	(-1.1691928475007991, 2.2532935056952841)	(3.5130987095390758, -4.3350199342175122)	1.0	slash	2.19914
6	N	A	A	B					N	4	0	shapes	N	0	True	7	(6.7166635594547373, 2.2816775333558059)	(-4.2248641834743212, -4.6232799175103585)	(6.8109638412404436, -8.1697080752544977)	(-5.8480253687991759, 0.24452034789027799)	1.0	slash	0.344816
7	N	A	B	N					B	4	1	shapes	A	0	False	7	(4.8028107979683785, 8.3463624395134524)	(-7.0651658226095231, -0.36210588414751577)	(-8.4374759392711951, 3.649573304955803)	(7.2906006966305341, -6.9709131719120494)	1.0	z	0.286529
8	N	A	N	M	A	B	B	M	B	8	2	shapes	N	0	False	7	(4.9708291427526312, -7.722851062397635)	(-8.5862573255989041, -0.83683079977857222)	(-5.6582966474211398, -4.2744732938368726)	(-3.0714384188306028, 6.6961183180181845)	1.0	z	0.857909
9	N	A	B	M					B	4	2	shapes	B	0	True	7	(2.6856673155144808, 0.87239212555378209)	(-0.60450678516905576, -3.6073788707751149)	(-6.1137289620240569, 7.9538402695254398)	(1.4748150982936306, -7.4940820049399006)	1.0	slash	0.895642
10	M	A	N	N					M	4	0	shapes	M	0	True	7	(6.7548391319111811, 3.312488992185866)	(-1.7591088632116856, -4.4631661401302605)	(-0.68568862636558059, 5.875072479786926)	(4.5592714136997667, -5.6809451035986189)	1.0	z	0.623342
11	M	A	N	M	B	A	N	B	N	8	6	shapes	N	0	True	7	(-5.8537604192419899, 5.0805129158463416)	(2.2029713097687242, 0.8149089299768697)	(-3.6717105887275157, -7.0937511419984354)	(1.5722686364750054, -5.6898636817136357)	1.0	slash	1.28711
12	N	B	A	B					N	4	3	shapes	B	0	False	7	(-4.9846146754736269, -6.0937390456160774)	(5.19832592850819, -2.5918688879969611)	(6.4291925868442128, 5.2060425165776731)	(-1.429998632108342, 7.6172810052526962)	1.0	slash	0.872854
