TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	A	A	M	N	N	B	B	B	8	3	shapes	M	Practice	False	93	(2.1246314037905574, -2.3304757131059199)	(-0.2506867864592337, 5.7172986674108088)	(6.4859692068905499, -0.83500260498142964)	(-7.6382685208465029, -6.7716449096847331)	1.0	slash	5.58176
2	M	B	A	M					A	4	2	shapes	A	Practice	True	93	(-8.5357228066746078, -2.0049051434022198)	(4.5648752461838527, -8.2652044749841096)	(-2.6114330425172447, 6.1481353380354875)	(5.5029107755856117, 1.6704759763389827)	1.0	z	2.08903
3	N	A	M	B					A	4	1	shapes	A	Practice	True	93	(-0.65112034222419091, -3.5514606515307028)	(1.2036179832052039, 2.2956326562916836)	(-3.1129441131227056, 5.6285578219947343)	(6.0762431281970475, -1.7977863177138182)	1.0	z	2.94501
4	M	A	B	M	B	N	A	N	A	8	1	shapes	A	Practice	True	93	(-0.26413426499755133, 5.9820633719655127)	(8.2697366597138924, -0.28792431403404528)	(-0.5348482878383809, -2.7504102603618454)	(-6.9503062877123067, 6.7990842776378404)	1.0	z	2.62424
5	M	A	M	A	N	N	B	B	M	8	2	shapes	M	Practice	True	93	(-6.2924859567744207, -0.36069651815995485)	(-2.0514964356431156, 4.4101222349327003)	(-6.2943874509839075, -6.2336609716827684)	(2.194613921621805, -2.9274100554300659)	1.0	z	4.52085
6	M	A	N	A					A	4	0	shapes	M	Practice	False	93	(4.4494627917101646, 4.8527281241370801)	(0.020880658954769871, -4.8761543923276118)	(-7.6803915196041661, 5.1539039102448161)	(-7.0746994525940501, -0.41035433435421176)	1.0	slash	1.34496
7	N	A	M	A					B	4	0	shapes	N	Practice	False	93	(-1.4596652801116239, -5.1161707105655712)	(-0.074507192627946139, 1.5548674115879528)	(7.0275619981442095, -4.5673273275236657)	(7.2364974106933158, 4.5910625265428067)	1.0	slash	2.03858
8	N	B	A	N	M	B	M	A	N	8	6	shapes	M	Practice	False	93	(-4.9868315538947847, 7.3221509735175481)	(-0.11889128652617487, 7.0125745076462938)	(4.6721824909297247, -5.6752803724534662)	(7.2097633022426439, 5.8120116024849313)	1.0	slash	4.07712
1	M	A	N	M					A	4	1	shapes	A	0	True	93	(1.0236773209901848, -7.6485556426589998)	(2.2492634300203189, 7.7156540463425927)	(-8.6816562544175557, 6.1048653405280948)	(-8.5926861678548399, -0.23472074260964959)	1.0	z	1.19253
2	N	B	N	B					N	4	1	shapes	B	0	False	93	(6.6536003697326347, -0.4408045740551696)	(-1.3230281102284733, 8.3550993212808606)	(5.0181431594214345, 5.6696829865837035)	(-1.587793713825949, -6.2825776701606824)	1.0	slash	0.859871
3	M	B	B	A					B	4	2	shapes	B	0	True	93	(5.8492257089350161, 4.4357947428712237)	(-4.4866790153856737, 5.3530889851418415)	(5.1907464342506238, -3.2025977731459516)	(-6.7893303370854579, -7.2914020555559249)	1.0	z	0.913762
4	N	A	A	M	N	M	B	B	B	8	6	shapes	B	0	True	93	(-7.3092779778739816, 0.37452410935089198)	(-0.046287463723226452, -8.2437847055404543)	(1.3766299025752105, 1.5948566997915794)	(1.001714504298862, 5.73090040174311)	1.0	z	0.815004
