TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	B	M	B					B	4	1	shapes	B	Practice	True	54	(2.5068828420451705, -8.5484850468887483)	(-1.8007650672546998, -5.239722013043508)	(-5.7151381422401721, 7.7641367950633473)	(5.2131249933596617, 7.8670639699556766)	1.0	z	4.64733
2	M	A	B	B	N	N	A	M	B	8	0	shapes	M	Practice	False	54	(-4.6207022853469644, 8.0874750328991247)	(-2.2546955743287285, -2.2777722112475711)	(2.7883998532460588, -8.1526492166299978)	(2.7636886745826921, 4.0062250803382273)	1.0	slash	2.5226
3	M	B	A	A					M	4	1	shapes	B	Practice	False	54	(5.6883081280289503, -1.4752756416631962)	(6.6224453583082283, 5.4245997235255654)	(-4.5855952464328915, -1.5897934795428244)	(-1.5891134469965387, 6.9523153413878926)	1.0	slash	1.22817
4	M	A	N	M					A	4	1	shapes	A	Practice	True	54	(-0.62670472120105281, -1.724973137719231)	(7.7017266244694262, 5.3090419701088685)	(-0.0033448701466074482, 6.4509866746317073)	(4.6403887622465412, -0.87817539362434793)	1.0	z	1.57574
5	M	B	N	B	A	A	N	M	M	8	3	shapes	B	Practice	False	54	(-0.32536708567790562, -6.4368836267513903)	(0.84914503954392195, 2.7120407970578917)	(-6.6211730119542551, 3.5855456781730659)	(-0.43356129491230355, -2.0305924084751155)	1.0	slash	1.13736
6	M	A	A	N	N	B	M	B	B	8	5	shapes	B	Practice	True	54	(-3.0245322513926514, 7.0431905216800814)	(-0.61372867514127449, -5.1134264452023235)	(2.3236655768676791, 6.3412452896556939)	(3.30275671855075, 1.2669836170281812)	1.0	z	1.49094
7	M	B	A	B	M	N	A	N	N	8	5	shapes	N	Practice	True	54	(0.62213519455397304, 1.8767296826714617)	(-6.1703769334960104, -3.050729561200149)	(5.7030351286121128, -7.321580624714187)	(-1.6780259585213395, -2.1073174731922633)	1.0	slash	2.07845
8	N	A	N	M					A	4	2	shapes	N	Practice	False	54	(-7.9957342142694046, -8.5929241436859627)	(8.419463332218033, 8.5766855645644213)	(5.1250476100912259, -4.0034312562508729)	(-4.1405309775208172, 0.58463844544560217)	1.0	slash	1.12818
1	M	A	N	N	A	B	M	B	B	8	7	shapes	B	0	True	54	(-7.156776941219162, 3.0782519864703026)	(-4.3214712821320047, 8.7146180871662189)	(-3.1157488652154468, -4.0468811982285073)	(4.7344900771892959, 3.3215958296770545)	1.0	z	2.11063
2	M	A	A	M	N	N	B	B	A	8	2	shapes	A	0	True	54	(1.4344912289313196, -7.2111587891854629)	(3.5851155969163901, 4.1729886952366151)	(-3.1767387480716165, -1.8249790164866866)	(-2.751223561845106, 4.6278292096795042)	1.0	z	1.454
