TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	N	A	M	B					B	4	3	shapes	B	Practice	True	63	(4.7011452680673838, 1.5489553370635392)	(-0.76392574691001958, 8.5224370838013748)	(-6.2128047889242186, -6.2556447277973461)	(5.2966257721883778, -6.354006508122227)	1.0	z	4.57453
2	M	A	B	N	A	N	M	B	A	8	5	shapes	N	Practice	False	63	(2.0201339047501818, 3.9008486061482603)	(6.8313464987621266, -4.1626317919642126)	(-8.4885935991382908, 8.1944105461590837)	(-7.6947936000227575, 2.9568417549956578)	1.0	slash	3.85955
3	N	A	A	B	M	N	B	M	A	8	1	shapes	A	Practice	True	63	(0.75799950915504688, 8.2411403256284856)	(-3.0802636458383486, -2.618700325791921)	(-5.4585712320805451, 6.3583854164604645)	(3.6186290713151159, 2.1271754268268861)	1.0	slash	3.88208
4	N	A	B	M					A	4	2	shapes	B	Practice	False	63	(-3.0433404571115164, -7.2482355616082659)	(4.4452790082668496, -6.4068188393251049)	(5.3841830011445335, 5.2416548897588111)	(-7.1998206057263392, 2.5911612587575181)	1.0	slash	1.44211
5	M	A	N	M	N	A	B	B	A	8	1	shapes	A	Practice	True	63	(3.2642733938847979, 0.24292265663778068)	(-1.4482144995988664, -3.5387532508684441)	(2.7345275842701611, 4.8171564274013292)	(-3.9910187752101827, 2.9045665170559811)	1.0	z	1.4112
6	M	A	A	B	M	B	N	N	N	8	0	shapes	M	Practice	False	63	(5.3092376164479695, -7.8803107381460844)	(-6.927368705801956, 2.9035593747516177)	(7.2390798503515654, -3.4367302755238178)	(1.250127707939372, 8.536575707850993)	1.0	slash	1.45116
7	M	B	B	M					B	4	0	shapes	M	Practice	False	63	(-5.1538037779391939, 6.4811820365228243)	(-2.5613770056102441, -3.4121685932306347)	(5.7920957278543597, -8.7482605326316083)	(6.0438513240375009, 1.2283159051944068)	1.0	z	2.0649
8	M	B	A	B					M	4	0	shapes	M	Practice	True	63	(3.0129338559758345, 1.1034655279859766)	(-6.6480483022912615, -4.6363979786588843)	(7.8096269598047598, -3.2129919935766917)	(-2.2049752760646708, 3.853239008891336)	1.0	z	0.718335
1	N	B	A	N	A	M	B	M	M	8	5	shapes	M	0	True	63	(-0.92338113562980073, 0.059469190429444652)	(4.2265303372747489, -3.3312719175822076)	(3.5629566402258632, 6.4449546221143148)	(-6.5801784255696614, -1.4430364297498439)	1.0	slash	1.34024
2	M	A	N	A					M	4	2	shapes	N	0	False	63	(4.9243084961462031, -7.0741607629086039)	(5.3900022057330315, 3.2881166054966631)	(-8.1896730998993998, -0.64167792293552139)	(-3.438474530917766, 6.1260347230067165)	1.0	z	1.09789
3	N	B	A	A	N	M	B	M	M	8	0	shapes	N	0	False	63	(1.1226146375025206, -0.56055295009026906)	(6.0815282948975717, -0.88439552138838007)	(2.5565915705353088, 6.307765413328136)	(-7.2833054071790944, 2.0311843986103639)	1.0	slash	0.720858
4	M	B	B	N					N	4	3	shapes	N	0	True	63	(1.1767937623531068, 1.338302901685509)	(6.1112961319415415, -2.3251664139667882)	(-3.0585914528151905, -2.4698733200430567)	(-5.3802434116744973, 0.91127901925424837)	1.0	z	0.672891
5	N	A	N	B	A	B	M	M	A	8	7	shapes	M	0	False	63	(3.0776772272512929, 4.902003397179687)	(7.8333761331914005, -1.1396939114095517)	(-3.8266186968560811, -2.004236153280381)	(5.5919839900440138, 8.2998294855494024)	1.0	slash	0.948755
6	M	A	B	A					M	4	1	shapes	A	0	False	63	(5.8378937244400895, -8.3832121323480422)	(-8.7060530212133198, 1.3205584652348232)	(-6.1710786322550284, -4.2939510436649329)	(6.4260789590637977, 1.3815614966618668)	1.0	z	1.79837
7	N	B	A	B					M	4	3	shapes	B	0	False	63	(1.2767525966544468, 4.0183879072128814)	(7.8211975951131372, -4.0279474957471999)	(-3.3807398377399505, 6.4758966163367138)	(-5.0423671622210362, -3.7947252168971062)	1.0	slash	0.845801
8	M	B	N	M	N	B	A	A	B	8	3	shapes	M	0	False	63	(-2.8563739988978893, 7.086334775205172)	(1.5143321837116162, -6.054332345217686)	(-3.6933705702855875, -2.8282861842697447)	(6.7599938095929044, -5.4276042963706264)	1.0	slash	0.86361
9	N	A	M	A					N	4	1	shapes	A	0	False	63	(0.12125793269182772, 0.24785789258716839)	(-8.2038794801078581, 3.9670226552492558)	(0.99135242790105238, -6.345824291774365)	(-5.0788942809396342, -5.976832159684454)	1.0	z	0.253119
10	N	B	B	M	N	M	A	A	M	8	6	shapes	A	0	False	63	(-1.2391109254515413, 1.0135663830417716)	(-5.5249958417851897, 8.0888822809108625)	(4.2494632708647444, 4.59593154537888)	(6.176586191291932, -0.76232590555515767)	1.0	slash	0.797038
11	N	B	M	A					N	4	3	shapes	A	0	False	63	(1.0129141678457501, -5.3598466363246668)	(-5.1662158516817378, -4.607620475443543)	(7.2220386701592609, 4.5666067767979328)	(-6.0971460635551242, 2.5907898531087863)	1.0	slash	0.640834
12	M	A	N	B	M	A	N	B	N	8	2	shapes	N	0	True	63	(4.1437285432263451, 7.153930903310421)	(1.0998273142121064, -0.6670849053716168)	(-5.2283496163788969, -7.7776249876994896)	(-6.620624445005638, -2.2094538798439851)	1.0	slash	1.39551
13	M	B	B	M	A	N	A	N	B	8	4	shapes	A	0	False	63	(5.2030038739873614, 3.9139744073711533)	(-5.1602485099063653, -1.3503339890863924)	(-1.0746698430399082, -0.41707292439216914)	(-8.5036791936836007, 5.0865980895790983)	1.0	slash	0.697397
14	M	A	A	B	N	N	M	B	A	8	5	shapes	N	0	False	63	(5.0102281083724254, -1.4487959661856813)	(-0.62468185905078677, -0.85345157269847061)	(7.2578637128154817, 7.5692409376181331)	(-2.4978087243081184, 3.4055939113979488)	1.0	slash	0.64901
15	M	A	M	B	A	B	N	N	N	8	7	shapes	N	0	True	63	(-7.8102232600825872, 0.63478897995494776)	(8.6741321478669455, -3.3429135489792143)	(-3.1087351325730781, -1.020410793882955)	(0.32094963702286705, -4.2686556348106413)	1.0	slash	0.683289
16	M	B	N	A					A	4	1	shapes	B	0	False	63	(7.0000496471276481, -2.7006767721274691)	(-8.6676786405457857, -4.0366270265229822)	(1.4758375436565458, 0.93503334967842733)	(-8.3560881196288399, 0.8422554349181226)	1.0	slash	1.09093
17	M	B	A	A					A	4	2	shapes	A	0	True	63	(-2.0604365586091102, 2.2941353655994927)	(4.168350432888225, -1.0727149029383334)	(-0.65593535874900866, -2.9027956039739768)	(8.1191981265447168, 1.3086515459276598)	1.0	z	0.914507
18	M	A	A	B	M	B	N	N	N	8	2	shapes	A	0	False	63	(0.88753100032772636, 0.81884098768810354)	(5.5439950128903348, -3.0165189441608868)	(-4.0794222295447264, -7.4178608179110528)	(-3.3259133647875165, 3.3464518329493558)	1.0	slash	0.373355
19	M	A	A	B	B	M	N	N	A	8	5	shapes	M	0	False	63	(1.8976010907288234, -3.536236167091646)	(-3.758650741691417, 1.780602576948338)	(0.80004585235369774, 5.0636806501730351)	(8.1959927359901563, 1.3495350296615989)	1.0	slash	0.269242
20	M	A	M	N					N	4	3	shapes	N	0	True	63	(-7.4460158965581318, 1.5008708196365674)	(0.18902648266691102, 3.8940993400495785)	(0.44020317173057677, -2.8244129110941376)	(-4.5178680753355982, -5.7794987377810791)	1.0	slash	0.625317
21	M	A	M	B	B	A	N	N	N	8	7	shapes	N	0	True	63	(6.622322043573833, -7.4968358463605922)	(-8.7103432024772545, -3.7279455015850775)	(-0.93471594273546632, 8.7298620315644904)	(4.6094471600308644, 6.5589985089935006)	1.0	z	1.4151
22	N	A	N	M	M	A	B	B	N	8	0	shapes	N	0	True	63	(6.9320096553667216, -6.366019706479765)	(-0.21616396580698449, -4.2522945362854205)	(6.7255061096937485, -1.9504367371333462)	(-4.3843394625385823, 4.8047404372515956)	1.0	slash	0.542694
23	M	B	B	M	N	A	A	N	M	8	3	shapes	M	0	True	63	(7.5000669125707375, -7.6229915139525097)	(-4.8599657996953631, 3.4036821194386899)	(0.86037703204454097, -6.4178612217667759)	(-1.3223964257762368, 6.4917497384497889)	1.0	slash	0.532453
