TrialNumber	stim0	stim1	stim2	stim3	stim4	stim5	stim6	stim7	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
1	M	A	M	N					M	4	0	shapes	M	Practice	True	87	(-2.198029162890851, 2.2708953705772235)	(6.4037815264474656, -7.4005131128901418)	(-7.5355519527724883, -1.8499050564350767)	(5.2223545602892951, 4.9172991830092094)	1.0	z	1.9647
2	N	A	M	A					A	4	3	shapes	A	Practice	True	87	(-8.2568130197529968, -5.0272114485721326)	(2.1854145551464708, -1.4628546844172376)	(-0.41690492149125724, 8.6995612572948069)	(6.2368475677904343, 5.0201289550245285)	1.0	z	2.51035
3	M	B	N	N					B	4	2	shapes	N	Practice	False	87	(3.7915242442587385, -2.407736984404643)	(-7.8998207680793797, -4.037648247622398)	(-1.9950500850122364, 3.938605670926238)	(0.97774056571759438, 6.7220770956613887)	1.0	slash	1.69785
4	M	B	N	B	N	M	A	A	M	8	5	shapes	M	Practice	True	87	(-7.4607953434446426, -4.9869097651837349)	(-3.0722321492917111, 7.7234031589318519)	(3.3704723871996567, -6.8567548434474102)	(2.7217363180215006, 2.1666364464829435)	1.0	z	1.81939
5	N	A	A	M					A	4	3	shapes	M	Practice	False	87	(-1.4484847476521381, -7.6325864267157666)	(-4.5022513880107153, 1.1715789031140336)	(7.9057827123742115, -6.5064986896418349)	(2.1391538359218742, 3.4655710106057374)	1.0	slash	1.72091
6	M	B	B	M	N	N	A	A	A	8	7	shapes	A	Practice	True	87	(8.053487328711789, 7.8522317465386742)	(0.74003708828938208, -1.4005882038418003)	(-6.7438600322418276, -6.8687500927782352)	(7.4892157746628527, -3.1876738966194704)	1.0	slash	13.0841
7	N	A	M	A	B	B	M	N	B	8	2	shapes	M	Practice	False	87	(-5.1912617612012255, -7.2300920289353598)	(4.2656397162277173, 2.6712560618531853)	(-4.0340678587565018, -0.14660936790177459)	(8.0649390663148282, -1.0960963386954434)	1.0	slash	0.863243
8	N	B	M	A	B	A	M	N	N	8	6	shapes	M	Practice	False	87	(-3.623130486111231, 1.3160126588006591)	(2.7578454692230121, -0.29202098010943622)	(1.6729747099554526, 3.6612547884215072)	(6.259181432060787, 5.3949818575978075)	1.0	z	0.918914
1	N	A	A	B	N	M	M	B	B	8	4	shapes	N	0	False	87	(2.0237745254913317, -6.4431458469180685)	(-4.8554936189956281, 3.9800784517429282)	(5.5160850398950281, -1.9833829177326221)	(-1.3652558010213331, 8.1964226744794431)	1.0	slash	2.97711
2	N	A	M	B	B	N	A	M	M	8	5	shapes	N	0	False	87	(2.1265391939703182, 0.42221105208825982)	(6.1825958088830966, 4.8048226152320215)	(-2.7201320978155223, 3.695324830431419)	(-1.2879099441367972, -3.3247733081784547)	1.0	slash	1.30258
